words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,word_key,sentence_id,sentence
through,1675,361,151,30,2,1750.5,376.0,0.0208044382801664,0.0794736842105263,6a9ff7af-e434-4479-b8a4-8b5cd125ac09,history_of_film_28,"In this way, song narrative was illustrated through a series of slides whose changes were simultaneous with the narrative development."
a,1850,368,19,17,2,1859.5,376.5,0.0117891816920943,0.01,2116c7fc-3d15-43a3-9f9e-cb0d0673ce7e,history_of_film_28,"In this way, song narrative was illustrated through a series of slides whose changes were simultaneous with the narrative development."
series,3,450,127,25,2,66.5,462.5,0.0173370319001386,0.0668421052631579,abf04329-ee2c-499e-a887-80778e676b78,history_of_film_28,"In this way, song narrative was illustrated through a series of slides whose changes were simultaneous with the narrative development."
of,156,452,39,23,2,175.5,463.5,0.0159500693481276,0.0205263157894736,109dcea4-af10-44df-becb-661d01f12862,history_of_film_28,"In this way, song narrative was illustrated through a series of slides whose changes were simultaneous with the narrative development."
slides,223,450,127,25,2,286.5,462.5,0.0173370319001386,0.0668421052631579,be64649d-f99a-4961-952c-7d4bd8952018,history_of_film_28,"In this way, song narrative was illustrated through a series of slides whose changes were simultaneous with the narrative development."
whose,374,451,108,24,2,428.0,463.0,0.0166435506241331,0.0568421052631578,a7df5bdb-e0db-4be3-a7b0-ff1c3d76b68a,history_of_film_28,"In this way, song narrative was illustrated through a series of slides whose changes were simultaneous with the narrative development."
changes,508,451,150,30,2,583.0,466.0,0.0208044382801664,0.0789473684210526,1e5a34f7-7720-460c-aaf1-3097614d80d2,history_of_film_28,"In this way, song narrative was illustrated through a series of slides whose changes were simultaneous with the narrative development."
were,682,458,86,17,2,725.0,466.5,0.0117891816920943,0.0452631578947368,e526d901-f683-4abd-a56e-c47b0e0cbc79,history_of_film_28,"In this way, song narrative was illustrated through a series of slides whose changes were simultaneous with the narrative development."
simultaneous,795,450,259,25,2,924.5,462.5,0.0173370319001386,0.1363157894736842,0bf7f09d-b39b-4812-aadc-5202a6f7ef69,history_of_film_28,"In this way, song narrative was illustrated through a series of slides whose changes were simultaneous with the narrative development."
with,1078,450,88,25,2,1122.0,462.5,0.0173370319001386,0.0463157894736842,be254ee4-b762-4a38-ac98-0bb039d136e0,history_of_film_28,"In this way, song narrative was illustrated through a series of slides whose changes were simultaneous with the narrative development."
the,1191,451,61,24,2,1221.5,463.0,0.0166435506241331,0.0321052631578947,97be8543-371e-406c-ac3e-24750c7a7ff6,history_of_film_28,"In this way, song narrative was illustrated through a series of slides whose changes were simultaneous with the narrative development."
narrative,1277,450,195,25,2,1374.5,462.5,0.0173370319001386,0.1026315789473684,5f02791c-b63e-4cfe-959b-7cf72dadc73f,history_of_film_28,"In this way, song narrative was illustrated through a series of slides whose changes were simultaneous with the narrative development."
development.,1497,451,255,30,2,1624.5,466.0,0.0208044382801664,0.1342105263157894,2183b349-98b9-4f40-9dfd-7c463b16c140,history_of_film_28,"In this way, song narrative was illustrated through a series of slides whose changes were simultaneous with the narrative development."
The,1784,451,62,24,2,1815.0,463.0,0.0166435506241331,0.0326315789473684,512925a5-b403-4cb9-9b47-dff9e50e2a2d,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
main,0,540,88,25,2,44.0,552.5,0.0173370319001386,0.0463157894736842,3fa4dd94-c10c-452d-af9c-2f6cb3346f93,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
purpose,110,547,152,24,2,186.0,559.0,0.0166435506241331,0.08,858b9ef8-5400-45c8-a013-c9033d9c6bc7,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
of,288,542,39,23,2,307.5,553.5,0.0159500693481276,0.0205263157894736,6fbd6430-bdf8-49d2-83dd-f14682c3ee50,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
illustrated,356,540,238,25,2,475.0,552.5,0.0173370319001386,0.1252631578947368,d5e5efa2-e763-4366-a2d4-46ab54ee761e,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
song,619,547,85,24,2,661.5,559.0,0.0166435506241331,0.0447368421052631,0805574a-ee31-44cd-804b-0aba19c841a4,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
was,726,547,64,18,2,758.0,556.0,0.0124826629680998,0.0336842105263157,32b03082-bb31-4cc8-b61f-d07a9c714c8f,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
to,817,544,39,21,2,836.5,554.5,0.0145631067961165,0.0205263157894736,a89c387e-ddb1-491c-a07d-38e157f60e33,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
encourage,882,548,194,23,2,979.0,559.5,0.0159500693481276,0.1021052631578947,9d699f6c-1d58-42ef-85af-6186b92c1dfa,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
sheet,1103,541,105,24,2,1155.5,553.0,0.0166435506241331,0.0552631578947368,9a1bac30-67af-4e74-a17f-5eeac9fee733,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
music,1232,540,108,25,2,1286.0,552.5,0.0173370319001386,0.0568421052631578,1a9b8749-5dbd-4fd0-922c-0cbf10c05ded,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
sales,1367,541,105,24,2,1419.5,553.0,0.0166435506241331,0.0552631578947368,43e10d8b-2835-4bb0-964a-a78f8bc6f4c4,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
and,1498,541,64,24,2,1530.0,553.0,0.0166435506241331,0.0336842105263157,29cce082-12df-4011-9197-7b97330a7ec5,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
they,1587,541,84,29,2,1629.0,555.5,0.0201109570041608,0.0442105263157894,72ba299b-6268-466f-9aeb-b58f92554dff,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
were,1694,548,86,17,2,1737.0,556.5,0.0117891816920943,0.0452631578947368,94be0e71-33c2-47b5-84fb-79571a7beac4,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
highly,1,630,130,31,2,66.0,645.5,0.0214979195561719,0.0684210526315789,7e8e0e38-0484-40f6-b0dd-26d0442a9523,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
successful,157,631,214,24,2,264.0,643.0,0.0166435506241331,0.1126315789473684,20e040ab-7876-4bcc-b85b-ccc17c09289d,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
with,396,630,88,25,2,440.0,642.5,0.0173370319001386,0.0463157894736842,4ffd5799-ac5c-4e9b-9e20-ec32a4b1c300,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
sales,509,631,105,24,2,561.5,643.0,0.0166435506241331,0.0552631578947368,2604a9e2-016f-4018-9099-c2eb9fdf802c,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
reaching,640,630,174,31,2,727.0,645.5,0.0214979195561719,0.091578947368421,a576d302-dcd2-4eb7-9765-b8a97590dd54,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
into,840,630,82,25,2,881.0,642.5,0.0173370319001386,0.0431578947368421,1c254754-17fa-4d16-8d9a-713c0709fa11,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
millions,946,630,174,25,2,1033.0,642.5,0.0173370319001386,0.091578947368421,d497d5b5-3a99-4f71-a5e9-6ea53c7bfd40,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
for,1147,632,60,23,2,1177.0,643.5,0.0159500693481276,0.031578947368421,de678c76-de6e-4595-b495-c8fe58c5c381,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
a,1234,638,19,17,2,1243.5,646.5,0.0117891816920943,0.01,921b2695-60ac-4d33-b407-50844c2de9cb,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
single,1279,630,127,31,2,1342.5,645.5,0.0214979195561719,0.0668421052631579,ea16fa7c-658e-48a4-b7ea-7185ebb3a0ca,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
song.,1433,637,99,24,2,1482.5,649.0,0.0166435506241331,0.0521052631578947,495c2963-5f97-441a-a4c5-ff33b20d4662,history_of_film_29,The main purpose of illustrated song was to encourage sheet music sales and they were highly successful with sales reaching into millions for a single song.
Later,1564,634,105,21,2,1616.5,644.5,0.0145631067961165,0.0552631578947368,4b38c1cb-cf2c-4a19-8d0b-f9735103e933,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
with,1694,630,88,25,2,1738.0,642.5,0.0173370319001386,0.0463157894736842,b0594235-1356-4ecb-a577-5a43d44ba1e7,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
the,1807,631,61,24,2,1837.5,643.0,0.0166435506241331,0.0321052631578947,f4fd4d97-b822-4333-9b78-5ec074e0f6b7,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
birth,0,721,110,25,2,55.0,733.5,0.0173370319001386,0.0578947368421052,6e21a62b-7e0a-487c-9e1a-9efff3d66cc8,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
of,134,723,39,23,2,153.5,734.5,0.0159500693481276,0.0205263157894736,b56aeb47-c313-4834-a907-cb931f72126d,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
"film,",201,721,99,29,2,250.5,735.5,0.0201109570041608,0.0521052631578947,8f424aee-0264-468a-bbfd-2a7e32fd007e,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
illustrated,334,721,238,25,2,453.0,733.5,0.0173370319001386,0.1252631578947368,d241f964-dc8a-47c6-8da3-9b84ce47719e,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
songs,597,728,105,24,2,649.5,740.0,0.0166435506241331,0.0552631578947368,138a7f16-a695-46ea-aed3-796118473fb0,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
were,726,729,86,17,2,769.0,737.5,0.0117891816920943,0.0452631578947368,9a8ee804-ecd3-426c-b8ea-d1468cd217ef,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
used,837,722,87,24,2,880.5,734.0,0.0166435506241331,0.0457894736842105,cb3b388a-304c-4700-a382-494f95051fab,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
as,948,728,40,18,2,968.0,737.0,0.0124826629680998,0.0210526315789473,d09786e2-91be-45ed-943f-a5607dd586f1,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
filler,1015,721,126,25,2,1078.0,733.5,0.0173370319001386,0.0663157894736842,4708fb1c-f44f-465d-8ff2-9ef64b1ec5d1,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
material,1166,721,173,25,2,1252.5,733.5,0.0173370319001386,0.0910526315789473,50610e77-1271-4752-8e95-e35d4d75a7f1,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
preceding,1364,721,198,31,2,1463.0,736.5,0.0214979195561719,0.1042105263157894,fa034403-bf69-4134-be7d-fdb38cf0665a,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
films,1587,721,105,25,2,1639.5,733.5,0.0173370319001386,0.0552631578947368,1660de64-318b-4f98-bb5c-829463e04b3e,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
and,1718,722,64,24,2,1750.0,734.0,0.0166435506241331,0.0336842105263157,43e5c4bb-7846-4817-96bb-15d58f0a4f28,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
during,1,811,131,31,2,66.5,826.5,0.0214979195561719,0.0689473684210526,00cbd43c-5900-4313-9474-b128acd64310,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
reel,156,812,83,24,2,197.5,824.0,0.0166435506241331,0.0436842105263157,98c455e9-b6ba-419a-97b3-10e5eeb2a821,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
changes.,266,812,166,30,2,349.0,827.0,0.0208044382801664,0.0873684210526315,6b583c17-519e-4788-a601-730f80c8eed1,history_of_film_30,"Later with the birth of film, illustrated songs were used as filler material preceding films and during reel changes."
The,464,812,62,24,2,495.0,824.0,0.0166435506241331,0.0326315789473684,2d168240-c51b-4dee-b9a0-23afe050281d,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
year,550,819,85,22,2,592.5,830.0,0.015256588072122,0.0447368421052631,12e41ac3-0c7c-41f7-8afd-af89bd83cd74,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
1900,663,815,82,21,2,704.0,825.5,0.0145631067961165,0.0431578947368421,5a2dc117-8df2-4544-b787-16f6d9ccb690,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
conveniently,772,811,261,30,2,902.5,826.0,0.0208044382801664,0.1373684210526315,5c3c9787-94d3-4cd1-8ac9-d6b8a8ddb8ad,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
marks,1056,812,108,24,2,1110.0,824.0,0.0166435506241331,0.0568421052631578,9465b04e-acbb-4b98-9592-b6ba152054ce,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
the,1191,812,61,24,2,1221.5,824.0,0.0166435506241331,0.0321052631578947,30e2cfce-4f1d-46e1-a6af-bf82aecb276f,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
emergence,1278,819,194,23,2,1375.0,830.5,0.0159500693481276,0.1021052631578947,c6f1cab2-73c7-4264-b0f3-dd7ce103b8e3,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
of,1498,813,39,23,2,1517.5,824.5,0.0159500693481276,0.0205263157894736,e9954613-b3b1-4366-be5b-7c88464510ff,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
the,1565,812,61,24,2,1595.5,824.0,0.0166435506241331,0.0321052631578947,f1ef2f92-c673-4e23-afac-45bf688fd8a8,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
first,1653,811,105,25,2,1705.5,823.5,0.0173370319001386,0.0552631578947368,41b18714-cac0-415d-834f-117a3f315e9a,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
motion,0,901,132,25,2,66.0,913.5,0.0173370319001386,0.0694736842105263,761e5c16-c571-4502-9996-dbcfb9ed03c4,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
pictures,154,901,174,31,2,241.0,916.5,0.0214979195561719,0.091578947368421,366b9b7e-688d-4665-a7dc-0124d6a52acc,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
that,355,902,83,24,2,396.5,914.0,0.0166435506241331,0.0436842105263157,02df2d84-9710-44cf-a979-db44ef9316a0,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
can,464,909,64,17,2,496.0,917.5,0.0117891816920943,0.0336842105263157,663cab6a-b1d2-4c72-9084-49c708f54035,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
be,550,902,42,24,2,571.0,914.0,0.0166435506241331,0.0221052631578947,67a6ebf2-6aa9-445f-844b-c1a11b19197f,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
considered,618,901,218,25,2,727.0,913.5,0.0173370319001386,0.1147368421052631,bcb148fe-0a51-4d5b-91b7-97e19f14a6cd,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
as,860,908,40,18,2,880.0,917.0,0.0124826629680998,0.0210526315789473,7c30e00a-3c8d-4745-8a98-3ef513b8cae1,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
'films',932,901,138,25,2,1001.0,913.5,0.0173370319001386,0.0726315789473684,b2883298-ebf5-4d51-9f68-d2239286b41e,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
-,1106,914,10,3,2,1111.0,915.5,0.0020804438280166,0.0052631578947368,6f2250ba-8aca-46aa-a8b1-164bf913ffa1,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
at,1146,905,40,21,2,1166.0,915.5,0.0145631067961165,0.0210526315789473,a638df67-a318-4b4e-aa99-788101f8d8e4,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
this,1213,901,83,25,2,1254.5,913.5,0.0173370319001386,0.0436842105263157,5f1c3f8e-6569-4a41-87ee-0ed9719c8b00,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
"point,",1320,901,124,31,2,1382.0,916.5,0.0214979195561719,0.0652631578947368,e9784625-e769-444f-9a8c-4be54a52b071,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
film-makers,1477,901,237,25,2,1595.5,913.5,0.0173370319001386,0.1247368421052631,52586e32-bbec-499e-848f-6054669e023b,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
begin,1738,901,110,31,2,1793.0,916.5,0.0214979195561719,0.0578947368421052,fc9858ce-37d5-460f-b5cf-24b0402cabb7,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
to,3,995,39,21,2,22.5,1005.5,0.0145631067961165,0.0205263157894736,08ee0799-0c56-414c-91ca-e9a52217cfd5,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
introduce,70,991,192,25,2,166.0,1003.5,0.0173370319001386,0.1010526315789473,74a8ac72-8495-4d83-92d5-4ea7d0c91370,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
basic,286,991,108,25,2,340.0,1003.5,0.0173370319001386,0.0568421052631578,5e97fa91-c5d1-4ed2-852b-5e96fd0e012f,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
editing,420,991,152,31,2,496.0,1006.5,0.0214979195561719,0.08,fee5ae42-d893-4511-96a6-ae80354e0360,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
techniques,597,991,215,31,2,704.5,1006.5,0.0214979195561719,0.1131578947368421,de3a567a-a721-4789-8b52-59cd0a617736,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
and,838,992,64,24,2,870.0,1004.0,0.0166435506241331,0.0336842105263157,a9a7b5f4-c212-4623-939c-f738c6ed8c61,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
film,927,991,85,25,2,969.5,1003.5,0.0173370319001386,0.0447368421052631,ae1c9e15-4c58-46c7-9876-e8aa5a7296ed,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
narrative.,1035,991,211,25,2,1140.5,1003.5,0.0173370319001386,0.1110526315789473,5ccf6c73-650b-41db-8376-7b1755f5d475,history_of_film_31,"The year 1900 conveniently marks the emergence of the first motion pictures that can be considered as 'films' - at this point, film-makers begin to introduce basic editing techniques and film narrative."
The,68,1082,62,24,2,99.0,1094.0,0.0166435506241331,0.0326315789473684,38377d59-0402-4537-9275-def4d12cef08,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
first,157,1081,105,25,2,209.5,1093.5,0.0173370319001386,0.0552631578947368,a3d7d7da-8b0b-4da3-9308-dbf49d451a89,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
films,289,1081,105,25,2,341.5,1093.5,0.0173370319001386,0.0552631578947368,bbecb9c2-6725-4068-83cb-1eb81144a08e,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
to,421,1085,39,21,2,440.5,1095.5,0.0145631067961165,0.0205263157894736,2a3a1eff-01b9-4170-b501-c66b839b12a2,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
consist,486,1081,150,25,2,561.0,1093.5,0.0173370319001386,0.0789473684210526,21e3cbad-2fdb-40c2-be13-ce9d357c5cc6,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
of,662,1083,39,23,2,681.5,1094.5,0.0159500693481276,0.0205263157894736,7004be7d-1d5d-4d0b-8c51-fcb89dd103e3,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
more,726,1089,86,17,2,769.0,1097.5,0.0117891816920943,0.0452631578947368,6fa08200-4721-4ebe-b4ed-92b74793f0b4,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
than,839,1082,85,24,2,881.5,1094.0,0.0166435506241331,0.0447368421052631,647fdacd-d5d7-4aed-b8c3-e16eb3b08181,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
one,948,1089,62,17,2,979.0,1097.5,0.0117891816920943,0.0326315789473684,ec627e9c-8622-4a5b-a7b0-b472b24aa8a2,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
shot,1037,1082,83,24,2,1078.5,1094.0,0.0166435506241331,0.0436842105263157,31f86971-751c-4341-9253-2143cc1ae9a2,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
appeared,1146,1082,174,30,2,1233.0,1097.0,0.0208044382801664,0.091578947368421,10b36877-9028-44da-b0ac-ddda9ba9efb7,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
toward,1345,1082,129,24,2,1409.5,1094.0,0.0166435506241331,0.0678947368421052,6c667e99-6712-4b02-a3cd-aa31d9935d70,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
the,1499,1082,61,24,2,1529.5,1094.0,0.0166435506241331,0.0321052631578947,43afbc1e-b492-4641-b1a7-09d4203164d0,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
end,1586,1082,64,24,2,1618.0,1094.0,0.0166435506241331,0.0336842105263157,60ac2fd9-90d5-467d-8a80-015219589d00,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
of,1674,1083,39,23,2,1693.5,1094.5,0.0159500693481276,0.0205263157894736,70aacb2b-4233-4f3c-bc36-23f083dd484f,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
the,1741,1082,61,24,2,1771.5,1094.0,0.0166435506241331,0.0321052631578947,ab0be72c-f31e-4b56-9def-284c54491555,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
19th,3,1172,85,24,2,45.5,1184.0,0.0166435506241331,0.0447368421052631,b72439c9-2e76-49a7-85da-604a818eeccf,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
"century,",112,1175,166,26,2,195.0,1188.0,0.0180305131761442,0.0873684210526315,80933eaf-d531-459f-99e1-b3cdb08323b8,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
a,310,1179,19,17,2,319.5,1187.5,0.0117891816920943,0.01,88aabb2d-9e86-4ed8-9cd1-2219449b0687,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
notable,353,1172,151,24,2,428.5,1184.0,0.0166435506241331,0.0794736842105263,b6443e0e-a6ad-4d87-868a-20b34c70ef98,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
example,530,1172,150,30,2,605.0,1187.0,0.0208044382801664,0.0789473684210526,23dc0a51-b39c-4015-b7c0-e3a1c5f0155a,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
was,704,1178,64,18,2,736.0,1187.0,0.0124826629680998,0.0336842105263157,330b6658-546b-4696-8365-c4c233d911cc,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
the,795,1172,61,24,2,825.5,1184.0,0.0166435506241331,0.0321052631578947,b15d23a1-908b-4ebe-ab54-2c53a12f57ad,history_of_film_32,"The first films to consist of more than one shot appeared toward the end of the 19th century, a notable example was the French film of the life of Jesus Christ."
