words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,word_key
ill,576,1081,59,25,4,605.5,1093.5,0.0173370319001386,0.0310526315789473,6bf64d63-dbe1-4188-bfd1-50c8e1266b15
and,662,1082,64,24,4,694.0,1094.0,0.0166435506241331,0.0336842105263157,28cd9c18-c1c6-46d8-8e1b-dc71545f3872
barely,748,1082,131,29,4,813.5,1096.5,0.0201109570041608,0.0689473684210526,d2330f6a-0019-4784-a61f-e49985c4899d
able,904,1082,84,24,4,946.0,1094.0,0.0166435506241331,0.0442105263157894,1ffa73d4-3b15-4c67-8d65-da6495164c0c
to,1015,1085,39,21,4,1034.5,1095.5,0.0145631067961165,0.0205263157894736,846f2f68-61c4-4cba-82b6-7361aa0eb689
walk,1078,1082,87,24,4,1121.5,1094.0,0.0166435506241331,0.0457894736842105,b03e46ce-e196-43fa-afeb-6b7723fa53fa
during,1189,1081,131,31,4,1254.5,1096.5,0.0214979195561719,0.0689473684210526,e59b1f64-fa1d-43d5-9bef-56d5d9f1991a
"changeovers,",1344,1082,254,30,4,1471.0,1097.0,0.0208044382801664,0.1336842105263158,472a4054-57e8-4ddb-a68a-d5492bf6192c
yet,1628,1085,64,26,4,1660.0,1098.0,0.0180305131761442,0.0336842105263157,ad55d5fc-d2bb-4357-8569-fb25ae836cbf
beat,1716,1082,86,24,4,1759.0,1094.0,0.0166435506241331,0.0452631578947368,6dbb7178-f551-4910-a130-6951c440fc61
her,1827,1082,62,24,4,1858.0,1094.0,0.0166435506241331,0.0326315789473684,e627ce7d-a381-4206-881b-ad817fe3de89
"opponent,",2,1175,188,27,4,96.0,1188.5,0.0187239944521497,0.0989473684210526,b91b7243-3b63-4477-9237-dac302eaead3
Timea,222,1171,107,25,4,275.5,1183.5,0.0173370319001386,0.0563157894736842,5ba03996-610b-4352-8119-d8020bd9009b
"Bacsinszky,",353,1171,233,30,4,469.5,1186.0,0.0208044382801664,0.1226315789473684,a9e8bfb8-ab26-4ac5-9e33-d1580aee9dae
6-0,619,1175,60,21,4,649.0,1185.5,0.0145631067961165,0.031578947368421,f7d1895d-a97c-49d1-9f53-015d6dbfeec7
in,708,1171,40,25,4,728.0,1183.5,0.0173370319001386,0.0210526315789473,f635ff51-63e9-482c-bd24-ed98166bc0cf
the,773,1172,61,24,4,803.5,1184.0,0.0166435506241331,0.0321052631578947,b9312037-8ea7-4d80-b7bc-ed01d94c9b32
third,861,1171,107,25,4,914.5,1183.5,0.0173370319001386,0.0563157894736842,5efa0010-e988-41e8-a7ba-19debc4c9061
set.,993,1175,77,21,4,1031.5,1185.5,0.0145631067961165,0.0405263157894736,7ffb8e42-bf60-40ea-9600-d9b985a1d76a
Another,1100,1172,151,24,4,1175.5,1184.0,0.0166435506241331,0.0794736842105263,27213717-0a15-4028-90c2-6893d27ca9b7
improbable,1280,1171,214,31,4,1387.0,1186.5,0.0214979195561719,0.1126315789473684,726d5457-fb82-4b2a-a80b-99ff57bc5e89
win,1518,1171,66,25,4,1551.0,1183.5,0.0173370319001386,0.0347368421052631,4b193a1c-3d97-4117-ad0a-48cd8c31e32b
occurred,1608,1172,174,24,4,1695.0,1184.0,0.0166435506241331,0.091578947368421,9f3b7c01-5c12-41c2-a346-8ecf22af2799
in,1808,1171,40,25,4,1828.0,1183.5,0.0173370319001386,0.0210526315789473,8584c9d6-00f4-458a-a36a-ef6ec05a7e59
the,3,1262,61,24,4,33.5,1274.0,0.0166435506241331,0.0321052631578947,c1937953-64ad-4cfd-aaf4-db9a2b376de4
third,91,1261,107,25,4,144.5,1273.5,0.0173370319001386,0.0563157894736842,d5dcf7c6-fc44-441e-aec3-d3f445e79107
round,222,1262,108,24,4,276.0,1274.0,0.0166435506241331,0.0568421052631578,cf5a3621-ff78-49b3-9d98-185821f60fc6
of,354,1263,39,23,4,373.5,1274.5,0.0159500693481276,0.0205263157894736,9ac6de0b-e120-41c3-9ab0-436ad01eb9cc
the,421,1262,61,24,4,451.5,1274.0,0.0166435506241331,0.0321052631578947,467b67f3-9017-4310-9a49-db8c24d8eea8
2015,508,1265,83,21,4,549.5,1275.5,0.0145631067961165,0.0436842105263157,8eca934c-5235-4531-858c-68206b69bab0
Wimbledon,616,1261,198,25,4,715.0,1273.5,0.0173370319001386,0.1042105263157894,d04b771d-b630-4f8c-9d81-efb957140ca3
"Championships,",838,1261,298,31,4,987.0,1276.5,0.0214979195561719,0.1568421052631579,b40f499f-43a7-48c4-bf2a-39c153db3c14
when,1166,1262,88,24,4,1210.0,1274.0,0.0166435506241331,0.0463157894736842,8352ba9d-d2ea-4871-b865-2bdef822d1a6
she,1279,1262,61,24,4,1309.5,1274.0,0.0166435506241331,0.0321052631578947,17ab9f85-946b-49bf-8e4d-850eabadf2c7
recovered,1366,1262,196,24,4,1464.0,1274.0,0.0166435506241331,0.1031578947368421,0dcf573d-6795-41ca-9aff-2bb43cea3a56
from,1587,1263,85,23,4,1629.5,1274.5,0.0159500693481276,0.0447368421052631,8f839398-83fa-427b-b1b7-4aa09948eb25
two,1697,1265,61,21,4,1727.5,1275.5,0.0145631067961165,0.0321052631578947,830b5d8c-30b6-42cb-9e68-9635cc537389
breaks,0,1352,130,24,4,65.0,1364.0,0.0166435506241331,0.0684210526315789,a8cc645f-c8dd-40dd-ae87-6e17527e12de
of,156,1353,39,23,4,175.5,1364.5,0.0159500693481276,0.0205263157894736,90923286-de7c-4176-847f-5f496f02c10d
service,223,1351,149,25,4,297.5,1363.5,0.0173370319001386,0.0784210526315789,3b4edd87-b22d-4843-b4cf-df3b3d464c83
in,400,1351,40,25,4,420.0,1363.5,0.0173370319001386,0.0210526315789473,44fe7df0-2ed0-406b-b48b-a1cbac3f3fa0
the,465,1352,61,24,4,495.5,1364.0,0.0166435506241331,0.0321052631578947,20ed7f5a-d147-4ffa-9df9-6cdb7d58b21f
third,553,1351,107,25,4,606.5,1363.5,0.0173370319001386,0.0563157894736842,a3f8f64a-6b43-4efd-932d-1dff97844d6b
set,685,1355,61,21,4,715.5,1365.5,0.0145631067961165,0.0321052631578947,b95ba988-25e1-4a0b-a1d1-c6fcbcac375d
to,773,1355,39,21,4,792.5,1365.5,0.0145631067961165,0.0205263157894736,4f76af18-058b-49cc-bf87-216293181a1b
defeat,837,1352,129,24,4,901.5,1364.0,0.0166435506241331,0.0678947368421052,c8d99462-9975-469c-981a-5884f842a110
Great,991,1355,107,21,4,1044.5,1365.5,0.0145631067961165,0.0563157894736842,8b19c51c-6423-48c1-82af-861679515cb8
Britain's,1123,1351,195,25,4,1220.5,1363.5,0.0173370319001386,0.1026315789473684,6c709a74-e2f8-4927-870b-97676963d4e6
No.,1342,1355,58,21,4,1371.0,1365.5,0.0145631067961165,0.0305263157894736,649be275-9306-4663-a9c5-481dd44a4aa4
1,1433,1355,16,21,4,1441.0,1365.5,0.0145631067961165,0.0084210526315789,9c724223-dfcf-4a18-b8e3-5edd070f9229
"player,",1474,1352,146,30,4,1547.0,1367.0,0.0208044382801664,0.0768421052631578,2e657537-ce2f-4427-851f-ec8151a6dc15
Heather,1651,1352,150,24,4,1726.0,1364.0,0.0166435506241331,0.0789473684210526,31b3e9c0-8170-4245-bc8a-ff77005163ac
Watson.,0,4,146,21,5,73.0,14.5,0.0145631067961165,0.0768421052631578,769b6f42-46e2-4c7f-a90e-56f228cbe7d9
Williams,176,0,174,25,5,263.0,12.5,0.0173370319001386,0.091578947368421,7f876eb3-8ec9-4224-8246-7442be1dcf49
has,375,1,63,24,5,406.5,13.0,0.0166435506241331,0.0331578947368421,4fe32255-30ec-4bec-8f46-87f9b47f0afa
come,464,8,84,17,5,506.0,16.5,0.0117891816920943,0.0442105263157894,bff4ba8d-e667-4c9e-813e-4e711e80a2d4
back,572,1,87,24,5,615.5,13.0,0.0166435506241331,0.0457894736842105,7e2853a0-b336-4b03-86ee-1c10a09107fa
from,685,2,85,23,5,727.5,13.5,0.0159500693481276,0.0447368421052631,5d1e3a58-6cbd-41f4-934d-52b9fa736f9e
a,794,8,19,17,5,803.5,16.5,0.0117891816920943,0.01,8844ff54-b5e7-4780-abe6-c8cd3f2c7d24
set,839,4,61,21,5,869.5,14.5,0.0145631067961165,0.0321052631578947,38dffff0-a10b-4a31-8560-cb5d5cc91452
down,925,1,87,24,5,968.5,13.0,0.0166435506241331,0.0457894736842105,dde95d21-d440-45b0-9193-4c5cf2499162
to,1037,4,39,21,5,1056.5,14.5,0.0145631067961165,0.0205263157894736,27b7627a-618e-41b5-ad3e-87feffc95579
win,1100,0,66,25,5,1133.0,12.5,0.0173370319001386,0.0347368421052631,0611fe89-6267-40c9-b746-33c0a4cbecc8
in,1192,0,40,25,5,1212.0,12.5,0.0173370319001386,0.0210526315789473,da1d267c-f956-48ea-8655-41d6687350c2
33,1258,4,37,21,5,1276.5,14.5,0.0145631067961165,0.0194736842105263,0d7d7631-f49e-40f4-ac88-1d0c08da3dad
Grand,1321,1,109,24,5,1375.5,13.0,0.0166435506241331,0.0573684210526315,31be20d9-426a-459a-aa60-07e65e4a4c90
Slam,1454,1,86,24,5,1497.0,13.0,0.0166435506241331,0.0452631578947368,fb8b6477-cbfb-4510-a9bb-81c75c5959ba
matches.,1562,1,168,24,5,1646.0,13.0,0.0166435506241331,0.0884210526315789,3326742b-0b9a-4662-b50a-610db37fa394
Williams's,66,90,218,25,5,175.0,102.5,0.0173370319001386,0.1147368421052631,75f321f1-7336-4687-ad37-5db24a0a9800
first,311,90,105,25,5,363.5,102.5,0.0173370319001386,0.0552631578947368,752f4907-4d72-4c95-a5d5-5cef306c846d
professional,440,90,261,31,5,570.5,105.5,0.0214979195561719,0.1373684210526315,da64aaa6-3270-4a90-9e1e-6e5d259d5084
event,728,94,106,21,5,781.0,104.5,0.0145631067961165,0.0557894736842105,438f8569-1016-4eb8-b505-88e887545a3f
was,858,97,64,18,5,890.0,106.0,0.0124826629680998,0.0336842105263157,2237d6a0-ab71-4526-84fc-885288c997b9
in,950,90,40,25,5,970.0,102.5,0.0173370319001386,0.0210526315789473,6d850de0-6464-4b89-a614-319aec9c08aa
September,1014,91,193,30,5,1110.5,106.0,0.0208044382801664,0.101578947368421,c50722e2-a5ed-42e1-a80a-178358990aae
"1995,",1235,94,99,25,5,1284.5,106.5,0.0173370319001386,0.0521052631578947,184e43e4-f9a4-4f84-836b-820130d2188a
at,1366,94,40,21,5,1386.0,104.5,0.0145631067961165,0.0210526315789473,795257e8-86ad-47ff-ae90-c59f005b2266
the,1433,91,61,24,5,1463.5,103.0,0.0166435506241331,0.0321052631578947,331553b4-ad5d-4c8b-bef0-832a616366df
age,1520,98,62,23,5,1551.0,109.5,0.0159500693481276,0.0326315789473684,1c5cb6ed-1fe5-4055-9a6a-e7182161935d
of,1608,92,39,23,5,1627.5,103.5,0.0159500693481276,0.0205263157894736,b45ce60b-04c5-40de-8fce-884bb920f8d5
14,1675,94,38,21,5,1694.0,104.5,0.0145631067961165,0.02,2dd41715-35f9-4381-ae7e-16cf541696fb
to,1741,94,39,21,5,1760.5,104.5,0.0145631067961165,0.0205263157894736,59ab0571-4c0f-447d-a04a-72c6295491ed
counteract,2,184,216,21,5,110.0,194.5,0.0145631067961165,0.1136842105263157,db0d46bb-a2b7-4a87-8b26-9e8ed88cd381
the,245,181,61,24,5,275.5,193.0,0.0166435506241331,0.0321052631578947,16d43a9e-2a8d-453b-887d-93062ed2bfb8
forthcoming,333,180,239,31,5,452.5,195.5,0.0214979195561719,0.1257894736842105,608caea1-d4ec-4472-8567-720da3a0ce20
changes,596,181,150,30,5,671.0,196.0,0.0208044382801664,0.0789473684210526,626055f7-d29c-4b2c-8bad-06cd7f9c5dc0
to,773,184,39,21,5,792.5,194.5,0.0145631067961165,0.0205263157894736,f1395277-26ff-41e4-a5e5-09559d7fa877
age-eligibility,838,180,327,31,5,1001.5,195.5,0.0214979195561719,0.1721052631578947,9783e754-59f9-4d18-9662-a7cb4a031229
"rules,",1190,181,122,28,5,1251.0,195.0,0.0194174757281553,0.0642105263157894,7ddb2c73-018f-4703-8138-3fb2e7d94d41
at,1344,184,40,21,5,1364.0,194.5,0.0145631067961165,0.0210526315789473,4ce26739-76c3-4a57-92bc-f8d4a88a5d49
the,1411,181,61,24,5,1441.5,193.0,0.0166435506241331,0.0321052631578947,0472613c-688c-4c8f-b84d-26578cc0a602
Bell,1497,181,84,24,5,1539.0,193.0,0.0166435506241331,0.0442105263157894,4ba9e229-6b27-4a77-9e7f-c8cdef68f0c0
Challenge,1608,181,194,30,5,1705.0,196.0,0.0208044382801664,0.1021052631578947,77d3217d-b4f0-4c63-ac60-f3018b582202
in,1830,180,40,25,5,1850.0,192.5,0.0173370319001386,0.0210526315789473,f61c9773-2331-470b-8ce7-48161c8e1519
Quebec,2,271,128,29,5,66.0,285.5,0.0201109570041608,0.0673684210526315,08984344-230e-4b01-a2bf-4e387da8993e
City.,156,270,100,30,5,206.0,285.0,0.0208044382801664,0.0526315789473684,ce80656d-c7f2-411e-bd24-5226896ce086
She,288,271,62,24,5,319.0,283.0,0.0166435506241331,0.0326315789473684,09354549-77f5-4dc4-89a9-2e04978ee002
lost,377,271,83,24,5,418.5,283.0,0.0166435506241331,0.0436842105263157,932434d0-7a57-474a-84d4-667c7770fb90
in,488,270,40,25,5,508.0,282.5,0.0173370319001386,0.0210526315789473,368b59d8-8272-474e-be5d-d01228a6fa45
the,553,271,61,24,5,583.5,283.0,0.0166435506241331,0.0321052631578947,71478e5f-9bfc-44b3-bf17-34f4008fd914
first,641,270,105,25,5,693.5,282.5,0.0173370319001386,0.0552631578947368,103bbdc1-110a-463f-aad9-6645927e1cf1
round,772,271,108,24,5,826.0,283.0,0.0166435506241331,0.0568421052631578,f95cd837-2def-4d36-a501-d6020565cedb
of,904,272,39,23,5,923.5,283.5,0.0159500693481276,0.0205263157894736,8eb1eac7-1e5b-461d-84c1-79fd1574d0ac
qualifying,969,270,219,31,5,1078.5,285.5,0.0214979195561719,0.1152631578947368,c5f63a52-52ec-47b9-a562-f610e497a8a9
to,1213,274,39,21,5,1232.5,284.5,0.0145631067961165,0.0205263157894736,0c8ab089-d3d0-4802-b6bf-8327fa3364ec
Anne,1276,274,86,21,5,1319.0,284.5,0.0145631067961165,0.0452631578947368,a055a3c6-6319-4b7c-93e7-72cf6c5fbe89
"Miller,",1386,270,146,29,5,1459.0,284.5,0.0201109570041608,0.0768421052631578,65d58adc-a1e7-4b92-a5f9-ad7ac8451350
winning,1562,270,154,31,5,1639.0,285.5,0.0214979195561719,0.0810526315789473,7662a308-63e1-4425-b4cb-0c6d3ac37d71
just,1740,270,84,31,5,1782.0,285.5,0.0214979195561719,0.0442105263157894,acd6c3d0-7506-48fe-8b15-73eded103d54
two,3,364,61,21,5,33.5,374.5,0.0145631067961165,0.0321052631578947,06f4a7b6-001f-46a2-899b-599fa1a641db
"games,",90,367,122,24,5,151.0,379.0,0.0166435506241331,0.0642105263157894,f4cec714-94aa-48b8-9d4b-b301a411a529
and,244,361,64,24,5,276.0,373.0,0.0166435506241331,0.0336842105263157,cd08edc6-a15d-4c56-ba6e-10d1ac0c832c
earned,332,361,130,24,5,397.0,373.0,0.0166435506241331,0.0684210526315789,881f8fdc-ab01-4d9a-8743-bc84ac91460d
$240,487,360,82,30,5,528.0,375.0,0.0208044382801664,0.0431578947368421,d6d5d824-bf41-49a1-b23c-50964972325e
in,598,360,40,25,5,618.0,372.5,0.0173370319001386,0.0210526315789473,c75969bf-c5a6-4b90-a4ca-4279545216b4
prize,660,360,108,31,5,714.0,375.5,0.0214979195561719,0.0568421052631578,8d309c43-551e-4ac4-ae9d-1accbafd2e4d
money.,792,368,124,22,5,854.0,379.0,0.015256588072122,0.0652631578947368,5fbca3a1-1b7b-4e03-a223-02e3c323fe87
Williams,946,360,174,25,5,1033.0,372.5,0.0173370319001386,0.091578947368421,1b9df265-54ec-4d75-8236-52146b1060ae
did,1145,360,65,25,5,1177.5,372.5,0.0173370319001386,0.0342105263157894,856bd471-a3f3-4ba0-bf6c-b8234c089b3d
not,1233,364,63,21,5,1264.5,374.5,0.0145631067961165,0.0331578947368421,1077932a-23fd-43c8-b0f9-a9ebe9a022dd
play,1320,361,87,30,5,1363.5,376.0,0.0208044382801664,0.0457894736842105,47b30a75-f52c-44f1-a0ae-5f7b8f171328
a,1432,368,19,17,5,1441.5,376.5,0.0117891816920943,0.01,b2de2a6b-54cf-4130-9ab1-94f158d2936e
tournament,1477,364,215,21,5,1584.5,374.5,0.0145631067961165,0.1131578947368421,6390fdbe-6f75-4947-bf3e-a4fdf461cf15
in,1720,360,40,25,5,1740.0,372.5,0.0173370319001386,0.0210526315789473,f1f92d03-6ee5-4b1f-902d-d111e05a514d
1996.,1785,364,99,21,5,1834.5,374.5,0.0145631067961165,0.0521052631578947,7d0c2b04-3f96-41ad-85e6-a91a762b7118
The,2,451,62,24,5,33.0,463.0,0.0166435506241331,0.0326315789473684,8d2df6bc-2ad9-45ef-9e64-c6f395e4b998
following,91,450,195,31,5,188.5,465.5,0.0214979195561719,0.1026315789473684,e9e5173e-4618-4b08-988c-60d9787aa128
"year,",308,458,102,22,5,359.0,469.0,0.015256588072122,0.0536842105263157,02b83cad-769b-4e12-b825-ace253aff0d6
she,443,451,61,24,5,473.5,463.0,0.0166435506241331,0.0321052631578947,16cdcfec-1418-4d94-b067-14915f24c319
lost,531,451,83,24,5,572.5,463.0,0.0166435506241331,0.0436842105263157,8d0d609c-c76a-4817-b4b1-82ae7040c9d0
in,642,450,40,25,5,662.0,462.5,0.0173370319001386,0.0210526315789473,cfe7a019-3a15-4ceb-8ea2-d1dbef26eda6
the,707,451,61,24,5,737.5,463.0,0.0166435506241331,0.0321052631578947,9ddf3c74-fae9-4e24-ac41-20fc10f70928
qualifying,793,450,219,31,5,902.5,465.5,0.0214979195561719,0.1152631578947368,7abcce09-9f16-447f-8569-a15260ff6d3f
rounds,1036,451,128,24,5,1100.0,463.0,0.0166435506241331,0.0673684210526315,e53c29f5-13c8-4d26-b7c2-e575dbc061fe
of,1190,452,39,23,5,1209.5,463.5,0.0159500693481276,0.0205263157894736,0324952e-c023-4d14-8cf4-0d7f8ed09972
three,1257,451,105,24,5,1309.5,463.0,0.0166435506241331,0.0552631578947368,7ab47905-70a8-494f-a339-57dfbae31c47
"tournaments,",1389,454,253,25,5,1515.5,466.5,0.0173370319001386,0.1331578947368421,2ba34ff5-e660-46a4-b4c6-d5ed13d291fd
before,1672,451,130,24,5,1737.0,463.0,0.0166435506241331,0.0684210526315789,6388b7c1-1aab-4033-9883-37f121e4509d
winning,0,540,154,31,5,77.0,555.5,0.0214979195561719,0.0810526315789473,5e27b41f-5911-4dab-a670-50cb2536e8a4
her,177,541,62,24,5,208.0,553.0,0.0166435506241331,0.0326315789473684,ad75c519-afd3-4478-89bc-8845d4a228a9
first,267,540,105,25,5,319.5,552.5,0.0173370319001386,0.0552631578947368,66bf8540-4b3c-4651-acec-e7a71f2870b2
main-draw,396,540,198,25,5,495.0,552.5,0.0173370319001386,0.1042105263157894,c5991911-bf77-46c6-812b-0c264c555392
match,616,541,110,24,5,671.0,553.0,0.0166435506241331,0.0578947368421052,5ebecbec-8f2f-4484-a1e2-d8e5e6fdd973
at,750,544,40,21,5,770.0,554.5,0.0145631067961165,0.0210526315789473,7f209085-836a-4b25-af28-c17052970c6c
the,817,541,61,24,5,847.5,553.0,0.0166435506241331,0.0321052631578947,a3170a8c-ebab-46e2-b360-31492179ade1
Ameritech,902,540,198,25,5,1001.0,552.5,0.0173370319001386,0.1042105263157894,20d8db87-48e6-4cae-9287-0153e552c329
Cup,1124,544,63,27,5,1155.5,557.5,0.0187239944521497,0.0331578947368421,a9999d74-0d92-44fd-92ea-0992053c6cec
Chicago.,1212,540,166,31,5,1295.0,555.5,0.0214979195561719,0.0873684210526315,2b1198ba-8abf-4b0b-a382-17c6fdcf1ac7
Ranked,1409,541,131,24,5,1474.5,553.0,0.0166435506241331,0.0689473684210526,dda8e573-9825-4fc9-b26e-2e2727b91d3c
world,1562,541,110,24,5,1617.0,553.0,0.0166435506241331,0.0578947368421052,b0818e4d-0c96-41ae-892b-028d736c6bec
No.,1694,544,58,21,5,1723.0,554.5,0.0145631067961165,0.0305263157894736,57bd0c43-7f35-40bd-9343-778fc601b211
"304,",1786,544,76,25,5,1824.0,556.5,0.0173370319001386,0.04,8e9a8715-6bf2-4b37-bbbb-e7cc85d8185d
she,3,631,61,24,5,33.5,643.0,0.0166435506241331,0.0321052631578947,60834357-c28e-4de3-96e8-596464608d4a
upset,89,634,107,27,5,142.5,647.5,0.0187239944521497,0.0563157894736842,91b016e7-1d1c-41f6-a392-fbec21995044
world,220,631,110,24,5,275.0,643.0,0.0166435506241331,0.0578947368421052,5a727d64-f2fa-4cab-810c-537cc67a6461
No.,352,634,58,21,5,381.0,644.5,0.0145631067961165,0.0305263157894736,c7dad36c-0c54-48ac-ab7e-4eccd9c2133e
7,443,634,16,21,5,451.0,644.5,0.0145631067961165,0.0084210526315789,01ff3f43-49f4-4c23-a496-de5a1be7141d
Mary,484,634,87,26,5,527.5,647.0,0.0180305131761442,0.0457894736842105,41a42bff-d995-4d7c-81a3-50d1bf40a14e
Pierce,596,630,128,25,5,660.0,642.5,0.0173370319001386,0.0673684210526315,3e1c23cf-f420-422f-bfed-580195c7e187
and,750,631,64,24,5,782.0,643.0,0.0166435506241331,0.0336842105263157,113a4100-e735-4f82-93e2-8ee903aca4c1
world,836,631,110,24,5,891.0,643.0,0.0166435506241331,0.0578947368421052,64d5222e-2d19-4bd1-ab06-c8f2e37ea594
No.,968,634,58,21,5,997.0,644.5,0.0145631067961165,0.0305263157894736,d115500b-a5bc-4cd9-b02e-eaa936b68fff
4,1058,634,17,21,5,1066.5,644.5,0.0145631067961165,0.0089473684210526,b235c227-ecc2-4c1c-aba9-1f974f52c2ab
Monica,1100,630,131,25,5,1165.5,642.5,0.0173370319001386,0.0689473684210526,f96d3bc7-3b4e-4e0c-8f57-67df0ef5e52e
"Seles,",1256,631,122,28,5,1317.0,645.0,0.0194174757281553,0.0642105263157894,186e2405-7bd2-4864-858c-94181ac43b83
recording,1410,630,196,31,5,1508.0,645.5,0.0214979195561719,0.1031578947368421,8dfc0f00-0e24-4bde-9b59-20e978a3f6a9
her,1629,631,62,24,5,1660.0,643.0,0.0166435506241331,0.0326315789473684,de8774ce-8aa6-499d-9b76-2861e3ee66d1
first,1719,630,105,25,5,1771.5,642.5,0.0173370319001386,0.0552631578947368,8382f030-a91c-437c-83b8-fc9c45f90dcb
career,2,729,127,17,5,65.5,737.5,0.0117891816920943,0.0668421052631579,6eac35c9-4289-40e9-a7dd-2e8bc8bb6628
wins,154,721,86,25,5,197.0,733.5,0.0173370319001386,0.0452631578947368,0ded6c7c-6e3b-4d61-9d1f-012ec64def36
over,266,729,83,17,5,307.5,737.5,0.0117891816920943,0.0436842105263157,c366e143-a48c-4305-9d18-5739f4590b45
top,377,725,62,27,5,408.0,738.5,0.0187239944521497,0.0326315789473684,5360fa07-479e-4a72-9f37-84760320b850
10,465,725,38,21,5,484.0,735.5,0.0145631067961165,0.02,e8af9a9f-71d3-4df0-922e-777c6950761c
players,528,722,152,30,5,604.0,737.0,0.0208044382801664,0.08,a3511672-bb8d-4da2-b8c6-e33e2a5b91a3
and,706,722,64,24,5,738.0,734.0,0.0166435506241331,0.0336842105263157,edf916dd-2a40-4e2f-9851-7b3de6a176c5
becoming,792,721,176,31,5,880.0,736.5,0.0214979195561719,0.0926315789473684,a6915c38-3e02-4c32-90c4-540cb0527cf5
the,993,722,61,24,5,1023.5,734.0,0.0166435506241331,0.0321052631578947,32b8ff3f-7fed-41ad-8f29-4768363c1cd3
lowest-ranked,1081,722,283,24,5,1222.5,734.0,0.0166435506241331,0.1489473684210526,bce3f1ba-9a7c-420b-bbc7-818fe309a7b6
player,1386,722,129,30,5,1450.5,737.0,0.0208044382801664,0.0678947368421052,b25dc6bc-99bc-4cd4-a0c8-4b353628f2d4
in,1544,721,40,25,5,1564.0,733.5,0.0173370319001386,0.0210526315789473,9f9dd88b-e4b7-492f-a7d8-292ccc2d1b5b
the,1609,722,61,24,5,1639.5,734.0,0.0166435506241331,0.0321052631578947,2988336b-ecec-4e00-b90c-7b8fe0cde056
open,1696,729,86,23,5,1739.0,740.5,0.0159500693481276,0.0452631578947368,fccb24e1-b017-4f32-90a0-a1c15ae87edf
era,1806,729,63,17,5,1837.5,737.5,0.0117891816920943,0.0331578947368421,433fe59d-0a30-40e9-aeda-45401005c942
to,3,815,39,21,5,22.5,825.5,0.0145631067961165,0.0205263157894736,20dc9514-b4fe-40f5-8170-9c6b526e0d3e
defeat,67,812,129,24,5,131.5,824.0,0.0166435506241331,0.0678947368421052,16b69c80-5d5b-45e2-918e-43132878d6ef
two,223,815,61,21,5,253.5,825.5,0.0145631067961165,0.0321052631578947,edba97cf-ab70-4d4b-bc82-a5342096ab10
top,311,815,62,27,5,342.0,828.5,0.0187239944521497,0.0326315789473684,fcad62dc-494d-478a-816e-d5618e5d5c0e
10,399,815,38,21,5,418.0,825.5,0.0145631067961165,0.02,ad0ee62d-bc0e-4c73-9101-14d816962b5c
opponents,464,815,194,27,5,561.0,828.5,0.0187239944521497,0.1021052631578947,fe1607f6-163d-4861-8215-406bf6ac35b4
in,686,811,40,25,5,706.0,823.5,0.0173370319001386,0.0210526315789473,b980b28c-4be0-460f-bf16-a9b356a0155a
one,750,819,62,17,5,781.0,827.5,0.0117891816920943,0.0326315789473684,cabf962c-b646-4ac3-a50a-b6ff76334aba
tournament.,839,815,231,21,5,954.5,825.5,0.0145631067961165,0.121578947368421,c2a2e8bc-e61d-4e22-b484-4fbbf7465678
She,1102,812,62,24,5,1133.0,824.0,0.0166435506241331,0.0326315789473684,e504b9da-43af-4a6e-a85e-f1b686dfe319
ultimately,1189,811,218,30,5,1298.0,826.0,0.0208044382801664,0.1147368421052631,efa273cc-d1a8-495b-bdc4-f09fd2e20a55
lost,1433,812,83,24,5,1474.5,824.0,0.0166435506241331,0.0436842105263157,c79ddec4-aab0-4ab6-8128-1fdb87c1a6d9
in,1544,811,40,25,5,1564.0,823.5,0.0173370319001386,0.0210526315789473,dffc7686-bc9a-40b4-ac0f-0e9f0d9f3001
the,1609,812,61,24,5,1639.5,824.0,0.0166435506241331,0.0321052631578947,5ec2da2e-b69f-4771-b5bb-aed3fd5216c6
semifinals,3,901,215,25,5,110.5,913.5,0.0173370319001386,0.1131578947368421,a03e4398-48c3-44f5-b61f-1e63e51872b0
to,245,905,39,21,5,264.5,915.5,0.0145631067961165,0.0205263157894736,3749e0f1-9c6f-42bf-9a81-bfaae960432e
world,308,902,110,24,5,363.0,914.0,0.0166435506241331,0.0578947368421052,a4efd0d8-bfda-43ac-9c7a-d349ab57d8cd
No.,440,905,58,21,5,469.0,915.5,0.0145631067961165,0.0305263157894736,ec5c2cfb-e069-4365-b9cf-0f4d763f9939
5,531,905,16,21,5,539.0,915.5,0.0145631067961165,0.0084210526315789,6b60ad31-b133-4f31-986a-c0ccb9b65b5b
Lindsay,574,901,151,30,5,649.5,916.0,0.0208044382801664,0.0794736842105263,165c1b4a-5a2c-4ec4-859b-7227947413f4
Davenport.,749,905,211,27,5,854.5,918.5,0.0187239944521497,0.1110526315789473,7c86ee5a-a7ac-4c6a-ac7e-864fe39f6b4f
She,992,902,62,24,5,1023.0,914.0,0.0166435506241331,0.0326315789473684,fab1a595-10e0-4844-836a-34489d68a916
finished,1081,901,173,25,5,1167.5,913.5,0.0173370319001386,0.0910526315789473,2ce2926e-8bae-4906-82c8-f7cf9a36e3de
1997,1279,905,82,21,5,1320.0,915.5,0.0145631067961165,0.0431578947368421,1fe6822d-b7e4-4215-8c2b-d491238cf052
