words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,word_key,sentence_id,sentence
pages,594,1268,108,24,0,648.0,1280.0,0.0166435506241331,0.0568421052631578,6055fdb8-81f7-4d13-99a4-413434e92e97,the_voynich_manuscript_8,"The manuscript measures 23.5 by 16.2 by 5 centimeters (9.3 by 6.4 by 2.0 in), with hundreds of sheepskin pages collected into eighteen ""foldouts""."
collected,728,1262,196,24,0,826.0,1274.0,0.0166435506241331,0.1031578947368421,f2c47f2b-8d45-4948-adab-f5e1b4eaecc9,the_voynich_manuscript_8,"The manuscript measures 23.5 by 16.2 by 5 centimeters (9.3 by 6.4 by 2.0 in), with hundreds of sheepskin pages collected into eighteen ""foldouts""."
into,950,1261,82,25,0,991.0,1273.5,0.0173370319001386,0.0431578947368421,f10a377e-d856-4fa4-9e6f-edee75a426b7,the_voynich_manuscript_8,"The manuscript measures 23.5 by 16.2 by 5 centimeters (9.3 by 6.4 by 2.0 in), with hundreds of sheepskin pages collected into eighteen ""foldouts""."
eighteen,1058,1261,174,31,0,1145.0,1276.5,0.0214979195561719,0.091578947368421,ca7b6c60-f4ca-4b76-9307-76a7e79d31b7,the_voynich_manuscript_8,"The manuscript measures 23.5 by 16.2 by 5 centimeters (9.3 by 6.4 by 2.0 in), with hundreds of sheepskin pages collected into eighteen ""foldouts""."
"""foldouts"".",1259,1262,229,24,0,1373.5,1274.0,0.0166435506241331,0.1205263157894736,708faf91-e784-4985-b409-04be6c612fa8,the_voynich_manuscript_8,"The manuscript measures 23.5 by 16.2 by 5 centimeters (9.3 by 6.4 by 2.0 in), with hundreds of sheepskin pages collected into eighteen ""foldouts""."
The,1520,1262,62,24,0,1551.0,1274.0,0.0166435506241331,0.0326315789473684,a703b0d5-9ec1-4395-8cd7-096ad049efa3,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
total,1609,1262,104,24,0,1661.0,1274.0,0.0166435506241331,0.0547368421052631,b322d2a4-8b37-4a55-b9e9-31de3200d5bf,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
number,1739,1262,128,24,0,1803.0,1274.0,0.0166435506241331,0.0673684210526315,d3a10c43-3b14-4609-85f2-63a213fa070f,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
of,2,1353,39,23,0,21.5,1364.5,0.0159500693481276,0.0205263157894736,519dd853-b3c9-40fa-9576-d3e59edaa5d6,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
pages,66,1358,108,24,0,120.0,1370.0,0.0166435506241331,0.0568421052631578,46972bee-675b-46db-a670-50942cd2da19,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
is,202,1351,38,25,0,221.0,1363.5,0.0173370319001386,0.02,4493243c-c749-4629-a5f9-cbbd3662f81e,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
around,266,1352,130,24,0,331.0,1364.0,0.0166435506241331,0.0684210526315789,6185e67e-4c72-4dc0-944b-b4796b21d6ce,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
"240,",420,1355,78,25,0,459.0,1367.5,0.0173370319001386,0.0410526315789473,0fbac554-3518-4cdd-bd59-d1ebd3be5f33,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
but,528,1352,64,24,0,560.0,1364.0,0.0166435506241331,0.0336842105263157,b893d956-ab41-4ef5-a360-710bd442121d,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
the,619,1352,61,24,0,649.5,1364.0,0.0166435506241331,0.0321052631578947,c3453fad-870f-449e-9220-48782d838922,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
exact,706,1355,106,21,0,759.0,1365.5,0.0145631067961165,0.0557894736842105,bca5c9fc-fe8f-4e01-b925-8aa2c37b5d0b,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
number,837,1352,128,24,0,901.0,1364.0,0.0166435506241331,0.0673684210526315,f1d536c3-1153-424c-aca5-868991845d95,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
depends,991,1352,151,30,0,1066.5,1367.0,0.0208044382801664,0.0794736842105263,d0c8997a-4f45-4cc0-b3ba-b8419400b66e,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
on,1168,1359,42,17,0,1189.0,1367.5,0.0117891816920943,0.0221052631578947,9223dbc4-9ab8-402c-a0cf-c0aed1503436,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
how,1233,1352,65,24,0,1265.5,1364.0,0.0166435506241331,0.0342105263157894,77456919-970f-4f4b-b014-fb21e4ce890a,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
the,1323,1352,61,24,0,1353.5,1364.0,0.0166435506241331,0.0321052631578947,f9d12772-b6ee-41f3-8e88-e28b69475afc,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
manuscript's,1408,1351,262,31,0,1539.0,1366.5,0.0214979195561719,0.1378947368421052,63b45bb9-fb24-4b75-b90d-60ff29ca3690,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
unusual,1695,1352,150,24,0,1770.0,1364.0,0.0166435506241331,0.0789473684210526,7e81a472-225c-4b40-bc01-f952290bb181,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
foldouts,3,1,171,24,1,88.5,13.0,0.0166435506241331,0.09,56edea33-57f5-4528-a303-185a5ce03692,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
are,200,8,62,17,1,231.0,16.5,0.0117891816920943,0.0326315789473684,278498ec-4518-417b-8e34-b878cb6faaa9,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
counted.,288,1,166,24,1,371.0,13.0,0.0166435506241331,0.0873684210526315,815fbe7e-399d-4195-834d-3b2b36ac4874,the_voynich_manuscript_9,"The total number of pages is around 240, but the exact number depends on how the manuscript's unusual foldouts are counted."
The,486,1,62,24,1,517.0,13.0,0.0166435506241331,0.0326315789473684,ba725447-2e0b-48e4-a085-532011b395b7,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
foldouts,575,1,171,24,1,660.5,13.0,0.0166435506241331,0.09,d43b275b-a7f2-4487-a04d-713c71d51a0a,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
have,771,1,85,24,1,813.5,13.0,0.0166435506241331,0.0447368421052631,f121ce8a-6b1f-4569-8098-ae8eda04fae4,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
been,880,1,88,24,1,924.0,13.0,0.0166435506241331,0.0463157894736842,3df7f63e-522b-4469-b52d-644ab8198fb5,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
numbered,991,1,175,24,1,1078.5,13.0,0.0166435506241331,0.0921052631578947,d56ed957-3a8e-4cb1-900c-125075658cf5,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
from,1191,2,85,23,1,1233.5,13.5,0.0159500693481276,0.0447368421052631,482e1246-8a16-4eeb-8962-c7b35e3a4323,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
1,1301,4,16,21,1,1309.0,14.5,0.0145631067961165,0.0084210526315789,5524ebaf-4ea5-41e4-95de-216ac90fa971,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
to,1345,4,39,21,1,1364.5,14.5,0.0145631067961165,0.0205263157894736,fc1dc8e8-2be7-41ad-b512-9e06e63ac1cd,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
20,1410,4,39,21,1,1429.5,14.5,0.0145631067961165,0.0205263157894736,21f47f26-8e7a-4e88-8ca6-ab0d687f09d1,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
in,1478,0,40,25,1,1498.0,12.5,0.0173370319001386,0.0210526315789473,89017d15-68d1-4894-b435-6f297e89ad06,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
various,1540,0,152,25,1,1616.0,12.5,0.0173370319001386,0.08,63dad7c3-2dca-4449-b47d-985ffe9cf05b,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
"locations,",3,90,209,29,1,107.5,104.5,0.0201109570041608,0.11,4ec5e282-4e0e-4e32-a4c5-f40e981b61fd,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
with,242,90,88,25,1,286.0,102.5,0.0173370319001386,0.0463157894736842,26ecfc5d-c9ff-4209-acfa-9768b6c69241,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
numerals,353,91,173,24,1,439.5,103.0,0.0166435506241331,0.0910526315789473,83fb1590-7df5-4129-b2a5-c1a49ff2af64,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
consistent,552,90,216,25,1,660.0,102.5,0.0173370319001386,0.1136842105263157,c6f6b1b1-86af-461a-86c5-a16436b049b7,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
with,792,90,88,25,1,836.0,102.5,0.0173370319001386,0.0463157894736842,623e03f6-ae60-4c93-935d-702a19976289,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
the,905,91,61,24,1,935.5,103.0,0.0166435506241331,0.0321052631578947,39d5247f-1ff5-49e0-9809-aa568bbb2174,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
"1400s,",993,94,121,25,1,1053.5,106.5,0.0173370319001386,0.0636842105263157,ca7631c6-57ec-4340-b7f6-edba18867016,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
and,1146,91,64,24,1,1178.0,103.0,0.0166435506241331,0.0336842105263157,224ca6b5-d32d-4982-89b8-cd3a688ce9de,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
the,1235,91,61,24,1,1265.5,103.0,0.0166435506241331,0.0321052631578947,17375ba3-f20e-42db-a730-fb3e47174126,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
top,1323,94,62,27,1,1354.0,107.5,0.0187239944521497,0.0326315789473684,0d1f21d8-86c5-4a98-b8a9-09dbba1ae645,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
righthand,1410,90,196,31,1,1508.0,105.5,0.0214979195561719,0.1031578947368421,866834ed-35fb-4b3b-9a4e-54f1b0f18c03,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
corner,1630,98,127,17,1,1693.5,106.5,0.0117891816920943,0.0668421052631579,21701fbf-18ec-4573-bfe8-374b8caae80e,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
of,1784,92,39,23,1,1803.5,103.5,0.0159500693481276,0.0205263157894736,8a83e90c-1a15-493b-a75f-743cff1118e2,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
each,2,181,86,24,1,45.0,193.0,0.0166435506241331,0.0452631578947368,2243c2f3-3edf-4659-9d9e-b368b9fa9ce0,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
righthand,112,180,196,31,1,210.0,195.5,0.0214979195561719,0.1031578947368421,b0c87bac-75dc-470e-a954-e0a8be8abf16,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
page,330,188,86,23,1,373.0,199.5,0.0159500693481276,0.0452631578947368,5e4f467a-be52-483d-b825-4ae54cdf2fd1,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
has,441,181,63,24,1,472.5,193.0,0.0166435506241331,0.0331578947368421,b96a42f1-53ef-4076-8272-ad52b0d40b79,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
been,528,181,88,24,1,572.0,193.0,0.0166435506241331,0.0463157894736842,7963f10c-fdb5-48d3-97e1-ff9bd55c90c1,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
numbered,639,181,175,24,1,726.5,193.0,0.0166435506241331,0.0921052631578947,556d1869-66bb-47e9-a338-6b0aa9d93a0b,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
from,839,182,85,23,1,881.5,193.5,0.0159500693481276,0.0447368421052631,76671b84-34d9-49fb-a5d5-801e23c117f5,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
1,949,184,16,21,1,957.0,194.5,0.0145631067961165,0.0084210526315789,7d1c5ad0-5eb1-4837-b880-8bdd37ef266e,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
to,993,184,39,21,1,1012.5,194.5,0.0145631067961165,0.0205263157894736,8f641adc-447f-417c-9b5f-26a4896f4a4b,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
116.,1059,184,77,21,1,1097.5,194.5,0.0145631067961165,0.0405263157894736,1397a7ac-77ba-4892-aba6-01564f893ab9,the_voynich_manuscript_10,"The foldouts have been numbered from 1 to 20 in various locations, with numerals consistent with the 1400s, and the top righthand corner of each righthand page has been numbered from 1 to 116."
From,1168,184,86,21,1,1211.0,194.5,0.0145631067961165,0.0452631578947368,8e5ba4a9-3369-426a-87b9-6d2c1067eea5,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
the,1279,181,61,24,1,1309.5,193.0,0.0166435506241331,0.0321052631578947,e3251c78-5ab0-400b-83f5-a97002291e4d,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
various,1364,180,152,25,1,1440.0,192.5,0.0173370319001386,0.08,03a21b91-e435-4dbd-8430-e7010223e52b,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
numbering,1541,180,197,31,1,1639.5,195.5,0.0214979195561719,0.1036842105263158,10e10d22-5af3-465a-b90c-6df2f3f93a0c,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
gaps,1762,187,84,24,1,1804.0,199.0,0.0166435506241331,0.0442105263157894,d3204bd8-3616-4940-bb4a-189027ccbb94,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
in,4,270,40,25,1,24.0,282.5,0.0173370319001386,0.0210526315789473,7581a0a8-e947-46d4-93d3-cc26dcb58324,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
the,69,271,61,24,1,99.5,283.0,0.0166435506241331,0.0321052631578947,ecff6631-1823-4755-9689-d9e26755d1ef,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
foldouts,157,271,171,24,1,242.5,283.0,0.0166435506241331,0.09,827b87d9-1beb-4fdf-afe0-7b6c45c97acc,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
and,354,271,64,24,1,386.0,283.0,0.0166435506241331,0.0336842105263157,6d747c87-f36d-48ea-9226-a0033064171d,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
"pages,",440,277,124,24,1,502.0,289.0,0.0166435506241331,0.0652631578947368,5538b2cb-5c56-45db-95c8-9bebc40e6ab1,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
it,598,270,38,25,1,617.0,282.5,0.0173370319001386,0.02,963cfe11-903f-4881-bfc2-4a3e0414015d,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
seems,663,277,105,18,1,715.5,286.0,0.0124826629680998,0.0552631578947368,7e4185a2-b00a-4f6b-8d1b-0fb2d7b7f4b3,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
likely,795,270,128,30,1,859.0,285.0,0.0208044382801664,0.0673684210526315,58a8936d-7e86-4ff9-b250-6ecc633c41e3,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
that,949,271,83,24,1,990.5,283.0,0.0166435506241331,0.0436842105263157,33c4373f-ea84-4bff-bd3e-cdd334a52ae5,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
in,1060,270,40,25,1,1080.0,282.5,0.0173370319001386,0.0210526315789473,f5a37a15-cefc-4c34-bf5f-0b9e23581b57,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
the,1125,271,61,24,1,1155.5,283.0,0.0166435506241331,0.0321052631578947,f6f2417e-33bc-4409-a566-412961356d65,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
past,1210,274,86,27,1,1253.0,287.5,0.0187239944521497,0.0452631578947368,22dedd2d-c3b1-41a8-aa9f-6a002dce65bd,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
the,1323,271,61,24,1,1353.5,283.0,0.0166435506241331,0.0321052631578947,6383e771-eee7-41ab-a057-56be1eee2bf8,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
manuscript,1408,270,218,31,1,1517.0,285.5,0.0214979195561719,0.1147368421052631,56c70976-41a0-4edd-be46-439bc3939bf5,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
had,1651,271,65,24,1,1683.5,283.0,0.0166435506241331,0.0342105263157894,603ca839-6c7c-415b-abd8-9c83b13a466d,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
at,1740,274,40,21,1,1760.0,284.5,0.0145631067961165,0.0210526315789473,ee83422b-5760-4f17-a6f7-6b3074d38b5b,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
least,3,361,105,24,1,55.5,373.0,0.0166435506241331,0.0552631578947368,ca9e3a8f-c90b-40f3-ba98-cd2ac5d0c9cd,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
272,134,364,60,21,1,164.0,374.5,0.0145631067961165,0.031578947368421,71d72ecb-02e7-48c7-8135-eaf03f015899,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
pages,220,367,108,24,1,274.0,379.0,0.0166435506241331,0.0568421052631578,dd909054-45d2-424d-ba07-c19812919a4f,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
in,356,360,40,25,1,376.0,372.5,0.0173370319001386,0.0210526315789473,6afb52b8-8c23-4840-b92d-ea5c7052c66f,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
20,420,364,39,21,1,439.5,374.5,0.0145631067961165,0.0205263157894736,ca1de0aa-cffd-42ce-bb4d-8b87c08f8366,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
"foldouts,",487,361,187,28,1,580.5,375.0,0.0194174757281553,0.0984210526315789,fd0f9fcd-badc-4a65-b97f-87d59df18f36,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
some,707,367,83,18,1,748.5,376.0,0.0124826629680998,0.0436842105263157,fc508057-a5d5-45f6-9a17-aab2a40e6513,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
of,816,362,39,23,1,835.5,373.5,0.0159500693481276,0.0205263157894736,e61c9e87-4057-484e-bcc5-771987ef88b4,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
which,880,360,110,25,1,935.0,372.5,0.0173370319001386,0.0578947368421052,54f1b541-c461-4d4b-872c-a3967e6e9dff,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
were,1012,368,86,17,1,1055.0,376.5,0.0117891816920943,0.0452631578947368,0cb5d698-f4c2-4b6e-b1b2-d2a5d63a0cb8,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
already,1124,361,151,29,1,1199.5,375.5,0.0201109570041608,0.0794736842105263,ff73ffe5-3b71-4e82-87b8-602929b57d7f,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
missing,1298,360,154,31,1,1375.0,375.5,0.0214979195561719,0.0810526315789473,f5005fee-4571-43fd-a5be-5e35831d2e79,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
when,1474,361,88,24,1,1518.0,373.0,0.0166435506241331,0.0463157894736842,37b8a9dd-b414-4f77-ac9c-58ae273ea76d,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
Wilfrid,1584,360,154,25,1,1661.0,372.5,0.0173370319001386,0.0810526315789473,d831c796-41f1-4ee9-aecc-4c44bf22e77f,the_voynich_manuscript_11,"From the various numbering gaps in the foldouts and pages, it seems likely that in the past the manuscript had at least 272 pages in 20 foldouts, some of which were already missing when Wilfrid Voynich acquired the manuscript in 1912."
