words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,word_key,sentence_id,sentence
each,486,361,86,24,1,529.0,373.0,0.0166435506241331,0.0452631578947368,adcdde05-08c9-4871-9084-cd5604aa5a12,prisoners_dilemma_12,"Because betraying a partner offers a greater reward than cooperating with them, all purely rational self-interested prisoners would betray the other, and so the only possible outcome for two purely rational prisoners is for them to betray each other."
other.,596,361,122,24,1,657.0,373.0,0.0166435506241331,0.0642105263157894,5edeb5ea-64b2-4523-8480-b08fcb0bd435,prisoners_dilemma_12,"Because betraying a partner offers a greater reward than cooperating with them, all purely rational self-interested prisoners would betray the other, and so the only possible outcome for two purely rational prisoners is for them to betray each other."
The,750,361,62,24,1,781.0,373.0,0.0166435506241331,0.0326315789473684,440aa4e0-72f6-439b-b81a-92df536b7955,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
interesting,840,360,238,31,1,959.0,375.5,0.0214979195561719,0.1252631578947368,241bc9f4-3565-4687-aec8-eda98a8d2e57,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
part,1100,364,86,27,1,1143.0,377.5,0.0187239944521497,0.0452631578947368,c13d00ab-43aa-4209-9a4b-a6674d607a8b,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
of,1212,362,39,23,1,1231.5,373.5,0.0159500693481276,0.0205263157894736,83e7e64e-56e8-419f-bc74-13cc4f30ab97,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
this,1279,360,83,25,1,1320.5,372.5,0.0173370319001386,0.0436842105263157,bb4caa15-78d2-4c4e-afbd-cb233411b829,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
result,1388,361,128,24,1,1452.0,373.0,0.0166435506241331,0.0673684210526315,abc2ef69-224d-488d-a1c2-9261c1e70740,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
is,1544,360,38,25,1,1563.0,372.5,0.0173370319001386,0.02,6a9652fa-2aea-4b7b-b16b-61059d54756f,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
that,1609,361,83,24,1,1650.5,373.0,0.0166435506241331,0.0436842105263157,31eca34c-9fac-45ae-a05c-5f7c40c6e038,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
pursuing,1716,360,176,31,1,1804.0,375.5,0.0214979195561719,0.0926315789473684,fd206f15-af23-41a5-94a0-168526790063,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
individual,4,450,213,25,1,110.5,462.5,0.0173370319001386,0.1121052631578947,8b72237a-9e52-46ba-896c-032143a799fe,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
reward,244,451,130,24,1,309.0,463.0,0.0166435506241331,0.0684210526315789,00daaaac-d9e4-43f1-9028-42f20aa957c9,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
logically,399,450,194,31,1,496.0,465.5,0.0214979195561719,0.1021052631578947,58739999-8243-4d72-bfe0-9f7fce4a456a,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
leads,619,451,105,24,1,671.5,463.0,0.0166435506241331,0.0552631578947368,48999f0c-f9a0-4963-ba19-b4c362097c36,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
both,748,451,88,24,1,792.0,463.0,0.0166435506241331,0.0463157894736842,34cfe9bf-16f0-4bce-bbf1-f53b5098189a,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
prisoners,858,450,196,31,1,956.0,465.5,0.0214979195561719,0.1031578947368421,35cc46dc-52a6-460a-91cb-56a4841d9d15,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
to,1081,454,39,21,1,1100.5,464.5,0.0145631067961165,0.0205263157894736,e7bf7a2c-b73a-4f54-8963-a34d19cd8c78,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
"betray,",1144,451,146,29,1,1217.0,465.5,0.0201109570041608,0.0768421052631578,9278f47c-78eb-452e-80ad-2ef49f5fa1d4,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
when,1320,451,88,24,1,1364.0,463.0,0.0166435506241331,0.0463157894736842,78476d52-1917-4fd9-95ae-1b2eee583f9d,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
they,1433,451,84,29,1,1475.0,465.5,0.0201109570041608,0.0442105263157894,f6c1a816-e00a-4f79-ae0c-9b1716932b33,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
would,1540,451,110,24,1,1595.0,463.0,0.0166435506241331,0.0578947368421052,9406f663-7440-4454-aabb-b029bf660d33,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
get,1674,454,62,27,1,1705.0,467.5,0.0187239944521497,0.0326315789473684,4c735974-5306-439a-a4ab-8fbb569114df,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
a,1762,458,19,17,1,1771.5,466.5,0.0117891816920943,0.01,5c9c9ee6-10f1-496a-826f-eac88f6b286f,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
better,0,541,129,24,1,64.5,553.0,0.0166435506241331,0.0678947368421052,af50655f-e630-45c9-aa31-85ce3329d039,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
reward,156,541,130,24,1,221.0,553.0,0.0166435506241331,0.0684210526315789,a3477edb-d784-4d5f-af58-a5a8c18a59c6,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
if,312,540,37,25,1,330.5,552.5,0.0173370319001386,0.0194736842105263,46bed781-c766-4b26-8fe9-fa2fb0421a62,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
they,377,541,84,29,1,419.0,555.5,0.0201109570041608,0.0442105263157894,d088c52e-b81f-48c9-9ccd-24410600c3d8,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
both,484,541,88,24,1,528.0,553.0,0.0166435506241331,0.0463157894736842,68736c2b-c72e-44d8-9d79-c9fab8448ba4,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
kept,595,541,85,30,1,637.5,556.0,0.0208044382801664,0.0447368421052631,ab4df44d-7fa8-40ff-a74f-4f7f215d27e2,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
silent.,707,540,143,25,1,778.5,552.5,0.0173370319001386,0.0752631578947368,bba9c7e9-4cb9-4eb5-b3ae-6f98709083c0,prisoners_dilemma_13,"The interesting part of this result is that pursuing individual reward logically leads both prisoners to betray, when they would get a better reward if they both kept silent."
In,883,544,41,21,1,903.5,554.5,0.0145631067961165,0.021578947368421,62d1a44a-0f91-4049-b085-c1106541c41c,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
"reality,",948,540,166,30,1,1031.0,555.0,0.0208044382801664,0.0873684210526315,e8bb08cd-dc7d-43bf-b81e-03f85a295783,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
humans,1145,541,129,24,1,1209.5,553.0,0.0166435506241331,0.0678947368421052,5c6db9b1-b3c6-42f6-a827-80ceaa95f1ad,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
display,1299,540,152,31,1,1375.0,555.5,0.0214979195561719,0.08,e88d3b32-ed72-4bb3-a25c-95ad08abb640,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
a,1476,548,19,17,1,1485.5,556.5,0.0117891816920943,0.01,aabf7218-b554-47d1-8acc-54ecbb7610bd,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
systematic,1521,540,215,30,1,1628.5,555.0,0.0208044382801664,0.1131578947368421,6f46dbe1-e864-4b73-ab14-c5e42cb81549,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
bias,1760,540,86,25,1,1803.0,552.5,0.0173370319001386,0.0452631578947368,b7aa402d-4626-4c49-a93a-02c79c2f40e2,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
towards,3,631,149,24,1,77.5,643.0,0.0166435506241331,0.0784210526315789,36a3acdd-fd0b-4e01-820e-813220c9f755,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
cooperative,178,630,238,31,1,297.0,645.5,0.0214979195561719,0.1252631578947368,7b43cb3c-13b3-42d5-9640-1466b245f01b,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
behavior,440,630,173,25,1,526.5,642.5,0.0173370319001386,0.0910526315789473,6ecf9423-4620-4f34-8c32-aa4c6afe0e80,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
in,642,630,40,25,1,662.0,642.5,0.0173370319001386,0.0210526315789473,6d7a8b79-c74f-424f-87d3-1c526fbcc22f,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
this,707,630,83,25,1,748.5,642.5,0.0173370319001386,0.0436842105263157,126f2bc4-6bdd-4460-9130-bea512db9e60,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
and,816,631,64,24,1,848.0,643.0,0.0166435506241331,0.0336842105263157,03439c36-a23c-42be-a4c1-b5becdb846ee,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
similar,905,630,148,25,1,979.0,642.5,0.0173370319001386,0.0778947368421052,f9f43f34-802e-422e-a9e7-4207a1517636,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
"games,",1080,637,122,24,1,1141.0,649.0,0.0166435506241331,0.0642105263157894,a2c33303-96cb-4c9c-95d5-6c40c04311f8,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
much,1232,631,88,24,1,1276.0,643.0,0.0166435506241331,0.0463157894736842,f4f73c02-68a4-4eca-9867-44ffb837e44a,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
more,1342,638,86,17,1,1385.0,646.5,0.0117891816920943,0.0452631578947368,2b1d6254-0839-44e4-b2f3-d8896ab6e87c,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
so,1455,637,39,18,1,1474.5,646.0,0.0124826629680998,0.0205263157894736,5ea9404b-bada-4248-8664-c07b740d7098,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
than,1521,631,85,24,1,1563.5,643.0,0.0166435506241331,0.0447368421052631,42e12217-959b-40e0-b8a5-9563009b3271,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
predicted,1628,630,198,31,1,1727.0,645.5,0.0214979195561719,0.1042105263157894,43e0a70a-70d0-44ba-8ba5-3dc136890cbb,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
by,1848,631,43,29,1,1869.5,645.5,0.0201109570041608,0.0226315789473684,b70b8f12-ddbe-4f51-8fca-751218279617,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
simple,3,721,127,31,1,66.5,736.5,0.0214979195561719,0.0668421052631579,a1b79ebf-4065-494f-bcb4-466e267bd2e6,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
models,154,722,130,24,1,219.0,734.0,0.0166435506241331,0.0684210526315789,fbab51e8-3db3-414a-9fed-edc7dd6f0601,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
of,310,723,39,23,1,329.5,734.5,0.0159500693481276,0.0205263157894736,ee7ab319-bcdd-4f50-8cca-c50f768f0a7f,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
"""rational""",379,721,210,25,1,484.0,733.5,0.0173370319001386,0.1105263157894736,96cf81de-5cbe-4dc9-ba1e-caafee2d6be3,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
self-interested,619,721,327,25,1,782.5,733.5,0.0173370319001386,0.1721052631578947,3fbe2aa5-ff66-4e14-a17c-79d1f02115d1,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
action.,970,721,144,25,1,1042.0,733.5,0.0173370319001386,0.0757894736842105,8aaa9427-4d2b-4c94-ad5c-972f30cf29aa,prisoners_dilemma_14,"In reality, humans display a systematic bias towards cooperative behavior in this and similar games, much more so than predicted by simple models of ""rational"" self-interested action."
An,1144,725,44,21,1,1166.0,735.5,0.0145631067961165,0.0231578947368421,302b037d-e292-42d1-a864-db79cf0288bb,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
extended,1212,722,174,24,1,1299.0,734.0,0.0166435506241331,0.091578947368421,ccac3c69-17c0-4bcc-8dc4-59e5932fd4af,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
"""iterated""",1413,721,210,25,1,1518.0,733.5,0.0173370319001386,0.1105263157894736,9bafc171-3169-4178-8eda-b0e7fe228ac5,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
version,1650,721,154,25,1,1727.0,733.5,0.0173370319001386,0.0810526315789473,dd492570-e8a1-4cf9-b70b-8cfaf18a632a,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
of,1828,723,39,23,1,1847.5,734.5,0.0159500693481276,0.0205263157894736,a9803213-31d1-4fc0-a9a1-7c42a63a385b,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
the,3,812,61,24,1,33.5,824.0,0.0166435506241331,0.0321052631578947,f9991f12-6d36-4ad0-b783-42e748a449a6,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
game,90,819,84,23,1,132.0,830.5,0.0159500693481276,0.0442105263157894,149d0ecf-4014-4403-b7f4-49db657596ce,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
also,200,812,84,24,1,242.0,824.0,0.0166435506241331,0.0442105263157894,4405b5a4-48bf-47cc-927e-f4e98583ca8f,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
"exists,",310,811,144,29,1,382.0,825.5,0.0201109570041608,0.0757894736842105,3dc144d6-f01e-4ade-b29e-704c11a2f754,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
where,484,812,108,24,1,538.0,824.0,0.0166435506241331,0.0568421052631578,592fb598-552a-43f5-841b-08d598bf61b2,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
the,619,812,61,24,1,649.5,824.0,0.0166435506241331,0.0321052631578947,031c4629-b64e-4a57-b619-ccaf7d80bcfc,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
classic,706,811,150,25,1,781.0,823.5,0.0173370319001386,0.0789473684210526,eb8326dd-83c9-472a-8ff1-ab94d40a5521,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
game,882,819,84,23,1,924.0,830.5,0.0159500693481276,0.0442105263157894,1f8ba4a6-7ccb-411f-bdbb-477819f89bdf,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
is,994,811,38,25,1,1013.0,823.5,0.0173370319001386,0.02,ce480a57-f285-484f-a7b9-8db40c2b3a2a,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
played,1056,812,132,30,1,1122.0,827.0,0.0208044382801664,0.0694736842105263,451e5a0c-f611-4923-ac60-dd51e266d948,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
repeatedly,1212,812,217,30,1,1320.5,827.0,0.0208044382801664,0.1142105263157894,c38fea59-3e76-4120-8c92-78e13d8015b1,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
between,1452,812,154,24,1,1529.0,824.0,0.0166435506241331,0.0810526315789473,4e483e0a-4e31-4fa0-8663-34e24c49226a,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
the,1631,812,61,24,1,1661.5,824.0,0.0166435506241331,0.0321052631578947,64d74e51-5d33-4e7e-ab52-e39df22a3905,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
same,1719,818,83,18,1,1760.5,827.0,0.0124826629680998,0.0436842105263157,ff9faefb-8044-47d6-82dd-f5e015d43f77,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
"prisoners,",0,901,212,31,1,106.0,916.5,0.0214979195561719,0.111578947368421,6d644ea0-921f-47e8-8ea3-14253f2c01ad,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
and,244,902,64,24,1,276.0,914.0,0.0166435506241331,0.0336842105263157,e751c0f8-45a7-41fa-867f-ecd5d8d581b7,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
"consequently,",332,902,276,30,1,470.0,917.0,0.0208044382801664,0.1452631578947368,2d1321ad-fcec-4eb9-83c7-3ba43d9ee2af,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
both,638,902,88,24,1,682.0,914.0,0.0166435506241331,0.0463157894736842,5b5a1ed4-917a-4c03-8ec8-b23e9ff22155,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
prisoners,748,901,196,31,1,846.0,916.5,0.0214979195561719,0.1031578947368421,3a320cb3-129e-43bb-aa26-54bcd2408f3a,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
continuously,970,901,261,30,1,1100.5,916.0,0.0208044382801664,0.1373684210526315,20a46c88-a10c-412f-9dd4-1dff9c984857,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
have,1255,902,85,24,1,1297.5,914.0,0.0166435506241331,0.0447368421052631,88ec20e1-333e-424a-bf62-c4bd6cf1a6b5,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
an,1366,909,42,17,1,1387.0,917.5,0.0117891816920943,0.0221052631578947,bdf7831d-77e8-4261-b40d-55d09aef465c,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
opportunity,1432,901,239,31,1,1551.5,916.5,0.0214979195561719,0.1257894736842105,6361f0e9-e51b-4623-83e9-f474a55b584b,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
to,1697,905,39,21,1,1716.5,915.5,0.0145631067961165,0.0205263157894736,02b81994-cfa4-489c-8e0f-0a8f228f504d,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
penalize,0,991,174,31,1,87.0,1006.5,0.0214979195561719,0.091578947368421,53009be0-5161-416f-8778-117db8b4c873,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
the,201,992,61,24,1,231.5,1004.0,0.0166435506241331,0.0321052631578947,8e7cb1ed-e9ec-487d-bba2-2beab9dbddf8,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
other,288,992,105,24,1,340.5,1004.0,0.0166435506241331,0.0552631578947368,2e97fde2-c828-4103-b0c3-abebe2ee2a0e,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
for,421,993,60,23,1,451.0,1004.5,0.0159500693481276,0.031578947368421,317008f4-bcfe-45e8-90d5-b4454fecce00,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
previous,506,991,174,31,1,593.0,1006.5,0.0214979195561719,0.091578947368421,ad0b0e09-ca6a-44e9-9238-ecaaa57a591a,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
decisions.,705,991,211,25,1,810.5,1003.5,0.0173370319001386,0.1110526315789473,c214bd16-dc40-4ac8-8902-ac10c96d0997,prisoners_dilemma_15,"An extended ""iterated"" version of the game also exists, where the classic game is played repeatedly between the same prisoners, and consequently, both prisoners continuously have an opportunity to penalize the other for previous decisions."
If,949,993,38,23,1,968.0,1004.5,0.0159500693481276,0.02,3ce396da-1fbf-40d7-817a-5005f609c274,prisoners_dilemma_16,"If the number of times the game will be played is known to the players, then (by backward induction) two classically rational players will betray each other repeatedly, for the same reasons as the single shot variant."
the,1015,992,61,24,1,1045.5,1004.0,0.0166435506241331,0.0321052631578947,24f19876-9ee8-447a-b7d3-2a4b4abb0ef9,prisoners_dilemma_16,"If the number of times the game will be played is known to the players, then (by backward induction) two classically rational players will betray each other repeatedly, for the same reasons as the single shot variant."
number,1101,992,128,24,1,1165.0,1004.0,0.0166435506241331,0.0673684210526315,c6ab3c25-018a-40ee-8a76-8faebbcb87df,prisoners_dilemma_16,"If the number of times the game will be played is known to the players, then (by backward induction) two classically rational players will betray each other repeatedly, for the same reasons as the single shot variant."
of,1256,993,39,23,1,1275.5,1004.5,0.0159500693481276,0.0205263157894736,2c9c0321-4588-4c76-91a0-287fd0fbd337,prisoners_dilemma_16,"If the number of times the game will be played is known to the players, then (by backward induction) two classically rational players will betray each other repeatedly, for the same reasons as the single shot variant."
times,1323,991,105,25,1,1375.5,1003.5,0.0173370319001386,0.0552631578947368,4e673c48-b213-4d92-936e-f6c465ab1c97,prisoners_dilemma_16,"If the number of times the game will be played is known to the players, then (by backward induction) two classically rational players will betray each other repeatedly, for the same reasons as the single shot variant."
the,1455,992,61,24,1,1485.5,1004.0,0.0166435506241331,0.0321052631578947,61ff1812-941b-4961-be9a-b5cecc28bb42,prisoners_dilemma_16,"If the number of times the game will be played is known to the players, then (by backward induction) two classically rational players will betray each other repeatedly, for the same reasons as the single shot variant."
game,1542,999,84,23,1,1584.0,1010.5,0.0159500693481276,0.0442105263157894,8206c72e-7ce5-443c-bd39-d25da55a7bec,prisoners_dilemma_16,"If the number of times the game will be played is known to the players, then (by backward induction) two classically rational players will betray each other repeatedly, for the same reasons as the single shot variant."
