words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,word_key
Pluto,1234,541,106,24,7,1287.0,553.0,0.0166435506241331,0.0557894736842105,73ecde44-1435-4c58-8309-98c3321ca74d
should,1367,541,129,24,7,1431.5,553.0,0.0166435506241331,0.0678947368421052,1001721f-ed76-4ba3-9a64-2d21d1607df4
be,1518,541,42,24,7,1539.0,553.0,0.0166435506241331,0.0221052631578947,8aeddaba-993a-4197-b9c3-97eb601a6f05
reclassified,1586,540,262,25,7,1717.0,552.5,0.0173370319001386,0.1378947368421052,1cb17fad-b442-43da-8227-662e9831be81
as,2,637,40,18,7,22.0,646.0,0.0124826629680998,0.0210526315789473,ee71fb7a-7236-4cc8-953b-c48feb6a629e
one,68,638,62,17,7,99.0,646.5,0.0117891816920943,0.0326315789473684,62d874f3-c5f3-4427-a5ba-195240fa94ad
of,156,632,39,23,7,175.5,643.5,0.0159500693481276,0.0205263157894736,a6212fb3-2ada-4ec8-b329-ad34db67be4b
the,223,631,61,24,7,253.5,643.0,0.0166435506241331,0.0321052631578947,46779970-76c0-448f-a4a3-6ad534be7bb6
Kuiper,309,630,128,31,7,373.0,645.5,0.0214979195561719,0.0673684210526315,33d809e8-85b8-4f75-973d-d231d7aad1f9
belt,462,631,86,24,7,505.0,643.0,0.0166435506241331,0.0452631578947368,43a6290e-b37c-4dfa-aa86-853fe13494e8
"objects,",574,630,166,31,7,657.0,645.5,0.0214979195561719,0.0873684210526315,0df0514e-e314-4c00-baef-1e164ba1e874
just,772,630,84,31,7,814.0,645.5,0.0214979195561719,0.0442105263157894,cb152a98-46d2-4029-91f2-93369cd09949
as,882,637,40,18,7,902.0,646.0,0.0124826629680998,0.0210526315789473,2ac57de2-9ef0-49ed-a02c-e084188c1197
"Ceres,",948,634,122,25,7,1009.0,646.5,0.0173370319001386,0.0642105263157894,75e81de7-fdd5-4910-a0cd-d9fe7b71f045
"Pallas,",1102,631,144,28,7,1174.0,645.0,0.0194174757281553,0.0757894736842105,d71941b1-c000-4fc9-8ac1-5375925b6547
Juno,1278,634,84,21,7,1320.0,644.5,0.0145631067961165,0.0442105263157894,baa7216f-2bb5-4322-afeb-a2a6363ea9d1
and,1388,631,64,24,7,1420.0,643.0,0.0166435506241331,0.0336842105263157,2f658c78-e50a-4633-8a92-6e5278362eef
Vesta,1474,634,109,21,7,1528.5,644.5,0.0145631067961165,0.0573684210526315,5689c490-dc5e-41a4-a434-2c7dd5a24ae2
eventually,1608,631,217,29,7,1716.5,645.5,0.0201109570041608,0.1142105263157894,590c58da-8337-41be-9529-88ada2b493a3
lost,3,722,83,24,7,44.5,734.0,0.0166435506241331,0.0436842105263157,4cf74726-0465-4d94-b337-c8004bb0ef86
their,113,721,104,25,7,165.0,733.5,0.0173370319001386,0.0547368421052631,ff8389e6-92a1-4fe1-be87-dcfe883bfea2
planet,242,722,130,30,7,307.0,737.0,0.0208044382801664,0.0684210526315789,c140768c-a0b5-4f17-9277-2ab1efa63f26
status,399,725,127,21,7,462.5,735.5,0.0145631067961165,0.0668421052631579,f1d8b0d3-d97d-4318-8cee-39b080e8133a
after,552,723,105,23,7,604.5,734.5,0.0159500693481276,0.0552631578947368,99e73857-4182-4c19-bdd6-b93438b8ace4
the,685,722,61,24,7,715.5,734.0,0.0166435506241331,0.0321052631578947,19c4a1cc-0066-4835-85b1-c2984480f06e
discovery,771,721,196,30,7,869.0,736.0,0.0208044382801664,0.1031578947368421,3575a405-ca06-47f2-900f-02f8ee6e7d87
of,992,723,39,23,7,1011.5,734.5,0.0159500693481276,0.0205263157894736,2c695a39-6e28-42b5-9b56-58e6258f8639
many,1056,729,87,22,7,1099.5,740.0,0.015256588072122,0.0457894736842105,dcfa11ca-4324-4598-8886-61045eaf029d
other,1168,722,105,24,7,1220.5,734.0,0.0166435506241331,0.0552631578947368,3fc72728-75aa-42ba-9601-8d38af8950ac
asteroids.,1300,721,210,25,7,1405.0,733.5,0.0173370319001386,0.1105263157894736,2d7c7930-c240-4d49-a8f5-6eb6d810efd3
On,1541,725,43,21,7,1562.5,735.5,0.0145631067961165,0.0226315789473684,7cc90b0c-6b82-437b-83e6-62947d53c3a9
29,1608,725,39,21,7,1627.5,735.5,0.0145631067961165,0.0205263157894736,ed890b43-02c3-41f8-9590-c5a626b96eed
July,1674,722,85,29,7,1716.5,736.5,0.0201109570041608,0.0447368421052631,62e47524-ad27-48c9-ad23-b007d370f204
"2005,",1784,725,100,25,7,1834.0,737.5,0.0173370319001386,0.0526315789473684,c792f05a-8b76-4be3-9acf-1670559bf28e
Caltech,2,812,152,24,7,78.0,824.0,0.0166435506241331,0.08,f550ef46-3b08-498d-aad6-1251bbcf5007
astronomers,178,815,238,21,7,297.0,825.5,0.0145631067961165,0.1252631578947368,634730d0-fc2a-4628-b248-7072a7b8c3a6
announced,442,812,196,24,7,540.0,824.0,0.0166435506241331,0.1031578947368421,e766d81d-f3bf-4e17-8e75-23fa94bcb7be
the,663,812,61,24,7,693.5,824.0,0.0166435506241331,0.0321052631578947,a5cf4056-b8b0-4222-be96-35bc02d776a4
discovery,749,811,196,30,7,847.0,826.0,0.0208044382801664,0.1031578947368421,1e4c21a9-8020-47bb-b26e-ef71e68b6c99
of,970,813,39,23,7,989.5,824.5,0.0159500693481276,0.0205263157894736,dd19f12b-e8a5-40e6-bd4a-7dc4e1daf56a
a,1036,819,19,17,7,1045.5,827.5,0.0117891816920943,0.01,25d0f5da-9025-4720-bff0-b7ce0e3a6001
new,1079,819,65,17,7,1111.5,827.5,0.0117891816920943,0.0342105263157894,40a9b0dc-1545-48f8-9160-ae3a2a7fba7b
trans-Neptunian,1169,811,327,31,7,1332.5,826.5,0.0214979195561719,0.1721052631578947,68a74aee-6066-409f-a4d0-7b21fee832d4
"object,",1520,811,144,31,7,1592.0,826.5,0.0214979195561719,0.0757894736842105,85453d1f-166d-49a8-8ed4-1c3816f8bb6d
"Eris,",1696,811,100,29,7,1746.0,825.5,0.0201109570041608,0.0526315789473684,8625c3bc-8ae2-4e05-88d2-f8a3b946f9f0
which,0,901,110,25,7,55.0,913.5,0.0173370319001386,0.0578947368421052,27d2fe2d-3092-4fcd-9257-adb89014c300
was,132,908,64,18,7,164.0,917.0,0.0124826629680998,0.0336842105263157,6b5d4575-fe0a-4b4d-83d1-b2a82d059b42
substantially,223,901,282,30,7,364.0,916.0,0.0208044382801664,0.1484210526315789,08b15228-06d7-49ae-8ed4-1b45df835162
more,528,909,86,17,7,571.0,917.5,0.0117891816920943,0.0452631578947368,fcd32107-a25c-4bd7-8bac-f8971d134d7e
massive,638,901,152,25,7,714.0,913.5,0.0173370319001386,0.08,33f8d329-70ac-48a7-94b4-32ff4b2e4979
than,817,902,85,24,7,859.5,914.0,0.0166435506241331,0.0447368421052631,dd3d3929-4bbe-4fcc-988c-b2551a6ee97d
Pluto,926,902,106,24,7,979.0,914.0,0.0166435506241331,0.0557894736842105,17ab86b3-abff-4b81-b441-283e6504b06b
and,1058,902,64,24,7,1090.0,914.0,0.0166435506241331,0.0336842105263157,c589ed5f-da48-4eb3-94ff-71d2b98df950
the,1147,902,61,24,7,1177.5,914.0,0.0166435506241331,0.0321052631578947,4a47a2e0-cc5e-4d04-bfbd-672d6423c129
most,1232,905,86,21,7,1275.0,915.5,0.0145631067961165,0.0452631578947368,83c5c38c-99ef-4e77-bba5-c8ceafcb42ba
massive,1342,901,152,25,7,1418.0,913.5,0.0173370319001386,0.08,6196368a-03fa-4dd9-8505-e4637faf85d4
object,1520,901,128,31,7,1584.0,916.5,0.0214979195561719,0.0673684210526315,a46216dd-a789-48cd-9276-952d5f57fdf1
discovered,1673,901,219,25,7,1782.5,913.5,0.0173370319001386,0.1152631578947368,e2301db1-33fe-46ec-b925-12540ff38010
in,4,991,40,25,7,24.0,1003.5,0.0173370319001386,0.0210526315789473,71e15fe0-8502-4313-9191-8b1450537bb1
the,69,992,61,24,7,99.5,1004.0,0.0166435506241331,0.0321052631578947,f9646523-7af2-4f60-a6f9-276fa5c5be79
Solar,156,992,105,24,7,208.5,1004.0,0.0166435506241331,0.0552631578947368,d7622dac-958d-417b-84c0-af1b9c02ea63
System,288,994,130,27,7,353.0,1007.5,0.0187239944521497,0.0684210526315789,b470ab10-6147-4ae0-9d96-71baa58565a8
since,443,991,105,25,7,495.5,1003.5,0.0173370319001386,0.0552631578947368,5eb4b53b-9bf3-4a27-b14a-8a4e71040dbb
Triton,574,991,130,25,7,639.0,1003.5,0.0173370319001386,0.0684210526315789,660019ad-9899-4e0e-9018-9bdafc82ace7
in,730,991,40,25,7,750.0,1003.5,0.0173370319001386,0.0210526315789473,7fe2b55f-d699-4890-aad5-587c80984540
1846.,795,995,99,21,7,844.5,1005.5,0.0145631067961165,0.0521052631578947,fab03d6b-d0c0-41d3-9595-cc34b16993fc
Its,927,995,61,21,7,957.5,1005.5,0.0145631067961165,0.0321052631578947,47802b96-5fea-4230-881c-d5b59bb0cf11
discoverers,1013,991,239,25,7,1132.5,1003.5,0.0173370319001386,0.1257894736842105,640d9202-4b95-481c-a977-23127312ea5f
and,1278,992,64,24,7,1310.0,1004.0,0.0166435506241331,0.0336842105263157,5a89b3cb-6f59-4b5c-b948-5560f17f67c8
the,1367,992,61,24,7,1397.5,1004.0,0.0166435506241331,0.0321052631578947,ba4ce4c7-6db0-4cbb-8b7b-2d4df2c8ebf2
press,1452,998,108,24,7,1506.0,1010.0,0.0166435506241331,0.0568421052631578,bd4d7618-ca5c-4812-9b76-8c089266bc9e
initially,1588,991,193,30,7,1684.5,1006.0,0.0208044382801664,0.101578947368421,2ca0ef7f-8f6b-4a93-98a2-b2b136c40b66
called,2,1082,130,24,7,67.0,1094.0,0.0166435506241331,0.0684210526315789,3cefee35-e8b7-4c64-95e5-a8198533d497
it,158,1081,38,25,7,177.0,1093.5,0.0173370319001386,0.02,c2cdef8b-fae8-4957-a519-2c3f6fb7ba53
the,223,1082,61,24,7,253.5,1094.0,0.0166435506241331,0.0321052631578947,7dccc050-02fd-48e9-b2ed-0369c31c6968
tenth,311,1082,107,24,7,364.5,1094.0,0.0166435506241331,0.0563157894736842,a4de56f0-245a-4af5-8a06-13141f3fbf9f
"planet,",440,1082,146,30,7,513.0,1097.0,0.0208044382801664,0.0768421052631578,3c9dc58e-9dee-4225-a2f3-0a466bafc980
although,618,1082,174,30,7,705.0,1097.0,0.0208044382801664,0.091578947368421,06ce361b-aae5-434c-afbf-13cbf8f9f7dd
there,817,1082,105,24,7,869.5,1094.0,0.0166435506241331,0.0552631578947368,7da1c07d-4e24-48f8-bf48-b6960ba4782b
was,946,1088,64,18,7,978.0,1097.0,0.0124826629680998,0.0336842105263157,a6fe9ef4-0acd-4af1-9a3a-4d020acb4f6d
no,1035,1089,41,17,7,1055.5,1097.5,0.0117891816920943,0.021578947368421,a9bbb3cc-8a87-43b3-92a6-09bde169b195
official,1102,1081,171,25,7,1187.5,1093.5,0.0173370319001386,0.09,abc2b498-a34e-4315-925e-48d612cb2c9c
consensus,1300,1088,194,18,7,1397.0,1097.0,0.0124826629680998,0.1021052631578947,d21f890c-14c3-45d6-bd50-6f2a100e2cf7
at,1520,1085,40,21,7,1540.0,1095.5,0.0145631067961165,0.0210526315789473,e1817a86-270f-4391-95dd-4325b6dec2b3
the,1587,1082,61,24,7,1617.5,1094.0,0.0166435506241331,0.0321052631578947,d76ace39-a96d-41bd-9b5d-da543457d91e
time,1675,1081,83,25,7,1716.5,1093.5,0.0173370319001386,0.0436842105263157,c640fc77-4a04-45c9-a161-38cc24819781
on,1784,1089,42,17,7,1805.0,1097.5,0.0117891816920943,0.0221052631578947,6daa0853-6af7-4f69-83ec-a68111df639f
whether,0,1172,151,24,7,75.5,1184.0,0.0166435506241331,0.0794736842105263,4386c660-f005-404a-86bb-4c32331f14df
to,179,1175,39,21,7,198.5,1185.5,0.0145631067961165,0.0205263157894736,f41a04a8-5394-4026-8a4a-42092bb8c512
call,244,1172,83,24,7,285.5,1184.0,0.0166435506241331,0.0436842105263157,329b3916-9349-4492-b77f-4c679fb716c7
it,356,1171,38,25,7,375.0,1183.5,0.0173370319001386,0.02,80978a6a-ae6d-4e89-baca-52f07d8f6ca5
a,420,1179,19,17,7,429.5,1187.5,0.0117891816920943,0.01,45c3e9c0-235d-44fd-83a5-45f289e2103e
planet.,462,1172,146,30,7,535.0,1187.0,0.0208044382801664,0.0768421052631578,7e0d9de4-4c3f-47dc-9b47-367cf6a1769e
Others,639,1172,129,24,7,703.5,1184.0,0.0166435506241331,0.0678947368421052,bb50ef4b-2f94-4da5-8641-1a4aae784e93
in,796,1171,40,25,7,816.0,1183.5,0.0173370319001386,0.0210526315789473,cedca326-2120-4941-99ee-0c61a8bc6a48
the,861,1172,61,24,7,891.5,1184.0,0.0166435506241331,0.0321052631578947,4c0bd9b7-81a8-4743-a67c-093f6c0b2c0d
astronomical,948,1171,259,25,7,1077.5,1183.5,0.0173370319001386,0.1363157894736842,92fca686-30d0-450b-aa84-29013435f242
community,1234,1171,195,30,7,1331.5,1186.0,0.0208044382801664,0.1026315789473684,1c1f99bc-23af-4fca-9308-42a28063b193
considered,1454,1171,218,25,7,1563.0,1183.5,0.0173370319001386,0.1147368421052631,f73ae0f7-e79c-4f46-bdcb-843f140904a7
the,1697,1172,61,24,7,1727.5,1184.0,0.0166435506241331,0.0321052631578947,bf8e5f12-6868-41a8-b077-47d04ce48943
discovery,1,1261,196,30,7,99.0,1276.0,0.0208044382801664,0.1031578947368421,e04dd9c4-f17f-4a45-b3b3-9e9f5ee45314
the,223,1262,61,24,7,253.5,1274.0,0.0166435506241331,0.0321052631578947,852e8298-f4b3-4624-968d-7fd0bc5fea3a
strongest,311,1265,193,27,7,407.5,1278.5,0.0187239944521497,0.101578947368421,ce58a61d-f592-449c-9bfa-02740f13e3d9
argument,530,1265,172,27,7,616.0,1278.5,0.0187239944521497,0.0905263157894736,66a70b47-19af-4afe-94da-0a63dce401bc
for,729,1263,60,23,7,759.0,1274.5,0.0159500693481276,0.031578947368421,258ef6b4-9c22-4f4c-b3fe-3b8838d1db47
reclassifying,816,1261,284,31,7,958.0,1276.5,0.0214979195561719,0.1494736842105263,a5541266-eea6-498d-a02a-66b6b7b85693
Pluto,1124,1262,106,24,7,1177.0,1274.0,0.0166435506241331,0.0557894736842105,4161f054-5d32-47d9-8253-e870afa64b0a
as,1256,1268,40,18,7,1276.0,1277.0,0.0124826629680998,0.0210526315789473,4430a937-5769-4b85-b808-8ab4a33c9a17
a,1322,1269,19,17,7,1331.5,1277.5,0.0117891816920943,0.01,6dcb36d4-f243-425d-8998-60fc6a55bbd3
minor,1364,1261,107,25,7,1417.5,1273.5,0.0173370319001386,0.0563157894736842,963be3d6-d4bc-4336-936b-c6bf4a6c2322
planet.,1496,1262,146,30,7,1569.0,1277.0,0.0208044382801664,0.0768421052631578,bbefedc2-a751-4ee0-a40c-66c684ad659d
The,68,1352,62,24,7,99.0,1364.0,0.0166435506241331,0.0326315789473684,6a1df301-7f84-42fc-ab2c-cc6a2dcb0701
debate,155,1352,129,24,7,219.5,1364.0,0.0166435506241331,0.0678947368421052,e18600df-a7bc-46ec-98a9-c6ba0d55ff8d
came,310,1359,84,17,7,352.0,1367.5,0.0117891816920943,0.0442105263157894,779181ed-d314-4339-bdc5-036ad898dfd8
to,421,1355,39,21,7,440.5,1365.5,0.0145631067961165,0.0205263157894736,f1f86545-5caa-47e4-b32e-9f525a667367
a,486,1359,19,17,7,495.5,1367.5,0.0117891816920943,0.01,d423a6a5-da68-4207-a0cd-3e34f700c6b2
head,529,1352,87,24,7,572.5,1364.0,0.0166435506241331,0.0457894736842105,d6b10760-c50e-48e3-b517-b6af098d7e91
on,640,1359,42,17,7,661.0,1367.5,0.0117891816920943,0.0221052631578947,20d60345-0a8c-4f94-805c-3a7a405631e3
24,706,1355,39,21,7,725.5,1365.5,0.0145631067961165,0.0205263157894736,459431b3-3db8-4fbc-9624-b77f77fdfab0
August,770,1355,130,27,7,835.0,1368.5,0.0187239944521497,0.0684210526315789,12aaeec2-251b-4ba4-baeb-85f20c4ab34a
2006,926,1355,83,21,7,967.5,1365.5,0.0145631067961165,0.0436842105263157,f074f257-68cb-4837-b1ad-13db155de0c7
with,1034,1351,88,25,7,1078.0,1363.5,0.0173370319001386,0.0463157894736842,201df161-5f18-4413-b62a-733038b64ce3
an,1146,1359,42,17,7,1167.0,1367.5,0.0117891816920943,0.0221052631578947,00160f2b-0506-4e90-b6f9-4a8bdf46efef
IAU,1213,1355,63,21,7,1244.5,1365.5,0.0145631067961165,0.0331578947368421,a21f7ea3-387b-4ceb-b9c3-93d2b732651f
resolution,1300,1351,218,25,7,1409.0,1363.5,0.0173370319001386,0.1147368421052631,d7c37018-4fce-48c5-aff4-d7cc75796070
that,1543,1352,83,24,7,1584.5,1364.0,0.0166435506241331,0.0436842105263157,385a5c57-3c86-4d58-8ae3-1d64999b5bb6
created,1652,1352,152,24,7,1728.0,1364.0,0.0166435506241331,0.08,22e2a8a6-3f3c-4eb1-bd57-60376973d654
an,1828,1359,42,17,7,1849.0,1367.5,0.0117891816920943,0.0221052631578947,435a1d27-e7aa-4701-9ad0-786c27113217
official,2,0,171,25,8,87.5,12.5,0.0173370319001386,0.09,5f2707bd-d864-406d-a7b2-dbcd5a365d6a
definition,199,0,219,25,8,308.5,12.5,0.0173370319001386,0.1152631578947368,2d55a552-6ab6-4795-86e8-e5b725181865
for,443,2,60,23,8,473.0,13.5,0.0159500693481276,0.031578947368421,f2835aad-bad5-4a09-8399-a047d0abc35a
the,531,1,61,24,8,561.5,13.0,0.0166435506241331,0.0321052631578947,6b4cbbd0-b4da-47b1-ac1e-023e914fee20
term,619,4,85,21,8,661.5,14.5,0.0145631067961165,0.0447368421052631,5bc7654d-476d-4720-9f2c-e04fb9b9af9a
"""planet"".",731,1,185,30,8,823.5,16.0,0.0208044382801664,0.0973684210526315,832f9150-01de-4f41-baf3-3322ce18f415
According,946,0,198,31,8,1045.0,15.5,0.0214979195561719,0.1042105263157894,38937b86-fb8b-4e40-bcab-58a06d5e4783
to,1169,4,39,21,8,1188.5,14.5,0.0145631067961165,0.0205263157894736,caee7d5c-7272-4a62-a97d-1b3db2c845f5
this,1235,0,83,25,8,1276.5,12.5,0.0173370319001386,0.0436842105263157,ba2f5f0a-7f93-446c-a9cf-9307d24ab755
"resolution,",1344,0,232,29,8,1460.0,14.5,0.0201109570041608,0.1221052631578947,c77652fb-c55b-43d4-9e25-b61bf34bbdc8
there,1609,1,105,24,8,1661.5,13.0,0.0166435506241331,0.0552631578947368,ac43894a-e89b-45f4-8466-a5ab69b8c0a5
are,1740,8,62,17,8,1771.0,16.5,0.0117891816920943,0.0326315789473684,6144bab2-a39e-4300-ab4d-d6aa823720fc
three,3,91,105,24,8,55.5,103.0,0.0166435506241331,0.0552631578947368,791b53d0-beb6-4659-8254-e2737afb9d66
main,132,90,88,25,8,176.0,102.5,0.0173370319001386,0.0463157894736842,99b08e97-f132-464d-a09b-b1dcaeea63d4
conditions,244,90,216,25,8,352.0,102.5,0.0173370319001386,0.1136842105263157,345be2d6-2a1b-45a6-9d4e-8b430122e087
for,487,92,60,23,8,517.0,103.5,0.0159500693481276,0.031578947368421,e5165f85-4c69-43f4-af0b-2373ccf4eb03
an,574,98,42,17,8,595.0,106.5,0.0117891816920943,0.0221052631578947,9dd38ecb-6400-4602-a35a-268e7d98f69a
object,640,90,128,31,8,704.0,105.5,0.0214979195561719,0.0673684210526315,a989e8c0-3037-402b-b58d-475dfeb35c40
to,795,94,39,21,8,814.5,104.5,0.0145631067961165,0.0205263157894736,b771234f-6bf8-47e3-ad03-4afb3eaf4fc0
be,858,91,42,24,8,879.0,103.0,0.0166435506241331,0.0221052631578947,641aff3f-c764-4c57-b867-30493da176ff
considered,926,90,218,25,8,1035.0,102.5,0.0173370319001386,0.1147368421052631,9ea7a673-f3fa-4040-83e5-b447436eeb23
a,1168,98,19,17,8,1177.5,106.5,0.0117891816920943,0.01,415a600b-49f9-40c5-94f2-7f4e67f2f7cf
"""planet"":",1215,91,185,30,8,1307.5,106.0,0.0208044382801664,0.0973684210526315,4ab55104-735e-4d56-ad87-8de4c02649dd
"First,",1432,90,122,29,8,1493.0,104.5,0.0201109570041608,0.0642105263157894,fdb0d58f-b440-4326-9cd5-3cba2e6750b7
the,1587,91,61,24,8,1617.5,103.0,0.0166435506241331,0.0321052631578947,e907eaa7-081c-4007-96e9-3fde82524bbe
object,1674,90,128,31,8,1738.0,105.5,0.0214979195561719,0.0673684210526315,cd82ccf2-380b-4d2e-80a0-e8e88ba97763
must,0,184,86,21,8,43.0,194.5,0.0145631067961165,0.0452631578947368,b2c6176d-3a17-498a-9f92-b9f5488c6ac2
be,110,181,42,24,8,131.0,193.0,0.0166435506241331,0.0221052631578947,af4a9e07-b631-4ea3-8020-393abb0f4df1
in,180,180,40,25,8,200.0,192.5,0.0173370319001386,0.0210526315789473,314bbabe-6548-4779-a412-64c0ca18a3e2
orbit,244,180,106,25,8,297.0,192.5,0.0173370319001386,0.0557894736842105,fb92f414-93f6-4038-8bc4-26803e1e769e
around,376,181,130,24,8,441.0,193.0,0.0166435506241331,0.0684210526315789,3fc34793-cd26-4e5a-947e-d0a09612e032
the,531,181,61,24,8,561.5,193.0,0.0166435506241331,0.0321052631578947,b8e8737a-7b72-4e1e-9679-aaad655660c4
Sun.,618,183,78,22,8,657.0,194.0,0.015256588072122,0.0410526315789473,26b8e0b3-3613-46a2-98db-cf4207bffcdd
"Second,",728,181,144,28,8,800.0,195.0,0.0194174757281553,0.0757894736842105,5e6cac80-1844-40e9-af8c-a8da089d9ce7
the,905,181,61,24,8,935.5,193.0,0.0166435506241331,0.0321052631578947,a051b95d-1775-42c8-b7b3-1f30b486ad24
object,992,180,128,31,8,1056.0,195.5,0.0214979195561719,0.0673684210526315,c2e53e75-fee6-42f2-8267-d40f2dba15b9
must,1144,184,86,21,8,1187.0,194.5,0.0145631067961165,0.0452631578947368,bd130516-7e39-488b-bc00-b8197a0a1cf2
be,1254,181,42,24,8,1275.0,193.0,0.0166435506241331,0.0221052631578947,56db1484-5b7d-4252-8181-0418d99d072b
massive,1320,180,152,25,8,1396.0,192.5,0.0173370319001386,0.08,eeeb4555-6d1f-4c6f-94a0-a22b3366be6e
enough,1498,181,130,30,8,1563.0,196.0,0.0208044382801664,0.0684210526315789,75dd771d-2b5c-4d13-a249-420a4dbc6223
to,1653,184,39,21,8,1672.5,194.5,0.0145631067961165,0.0205263157894736,7f1f434b-d8a5-4f74-8c20-c206581c0b11
be,1716,181,42,24,8,1737.0,193.0,0.0166435506241331,0.0221052631578947,b6e1be3f-ee7a-4274-bec3-39014867a833
rounded,2,271,152,24,8,78.0,283.0,0.0166435506241331,0.08,8c848ceb-910d-423a-8b53-d23714557045
by,176,271,43,29,8,197.5,285.5,0.0201109570041608,0.0226315789473684,52e4faf6-364d-4e4d-992e-634f11a70bb0
its,246,270,60,25,8,276.0,282.5,0.0173370319001386,0.031578947368421,bba84923-c2b2-4164-b80c-e22fc443bd38
own,332,278,64,17,8,364.0,286.5,0.0117891816920943,0.0336842105263157,807516db-8ef5-4afa-a159-3433e5f2563c
gravity.,420,270,166,31,8,503.0,285.5,0.0214979195561719,0.0873684210526315,071bc594-bc40-45cb-a869-4e61923a890d
More,616,274,86,21,8,659.0,284.5,0.0145631067961165,0.0452631578947368,747a75af-80af-4b85-9121-133aaa52c0e0
"specifically,",729,270,275,31,8,866.5,285.5,0.0214979195561719,0.1447368421052631,23a99338-a2f9-4ba8-b1c7-5b5c21336e7f
its,1038,270,60,25,8,1068.0,282.5,0.0173370319001386,0.031578947368421,2675994f-b908-40f3-ae9b-60568332c052
own,1124,278,64,17,8,1156.0,286.5,0.0117891816920943,0.0336842105263157,cba8d19c-a9ef-4a8f-82b6-6127c5205fd4
gravity,1212,270,151,31,8,1287.5,285.5,0.0214979195561719,0.0794736842105263,501f140b-088e-4224-98e3-87607725c741
should,1389,271,129,24,8,1453.5,283.0,0.0166435506241331,0.0678947368421052,1c634293-1c6d-4290-998a-76e805d5d0b0
pull,1540,271,85,30,8,1582.5,286.0,0.0208044382801664,0.0447368421052631,12b2d371-f614-465e-9072-012454be4bf3
it,1654,270,38,25,8,1673.0,282.5,0.0173370319001386,0.02,d9240d07-5ff9-4073-a82f-8803e6b22d2b
into,1720,270,82,25,8,1761.0,282.5,0.0173370319001386,0.0431578947368421,de02299b-3f41-4c1e-a216-5c45623b61f8
a,1810,266,27,39,8,1823.5,285.5,0.0270457697642163,0.0142105263157894,f1493f79-523f-4191-b391-4689dcc91f45
shape,3,361,105,30,8,55.5,376.0,0.0208044382801664,0.0552631578947368,b58e071a-c90b-4db0-a078-cce417fc264b
of,134,362,39,23,8,153.5,373.5,0.0159500693481276,0.0205263157894736,982beb0c-b3bd-40c3-aec0-1d072374dfd0
hydrostatic,199,360,239,30,8,318.5,375.0,0.0208044382801664,0.1257894736842105,6ee0d885-7601-46b7-8a52-71535bd4e47d
equilibrium.,464,360,254,31,8,591.0,375.5,0.0214979195561719,0.1336842105263158,d191e31a-ab5a-4cd8-8130-5e7da23a26c8
"Third,",750,360,122,29,8,811.0,374.5,0.0201109570041608,0.0642105263157894,90e3d67d-03a0-43e8-b656-9c959c34a365
it,906,360,38,25,8,925.0,372.5,0.0173370319001386,0.02,b742f45a-7163-4c9c-9ce9-09a49e943dbd
must,968,364,86,21,8,1011.0,374.5,0.0145631067961165,0.0452631578947368,dcde1c86-45fa-44e1-82f7-334ef5ba09a6
have,1079,361,85,24,8,1121.5,373.0,0.0166435506241331,0.0447368421052631,82cd16c7-ae0c-47e4-9ba7-56864ee9e9bc
cleared,1190,361,152,24,8,1266.0,373.0,0.0166435506241331,0.08,ed7551d8-0a26-4bc6-9b32-2973687e13b9
the,1367,361,61,24,8,1397.5,373.0,0.0166435506241331,0.0321052631578947,eb32f14b-c75b-4d16-80a7-053958b17c39
neighborhood,1453,360,263,31,8,1584.5,375.5,0.0214979195561719,0.1384210526315789,68f74c82-3260-46cb-ace0-46c4e0153a1a
around,1740,361,130,24,8,1805.0,373.0,0.0166435506241331,0.0684210526315789,4c07ddde-cd3d-4bb6-af67-8a8a769cae2a
its,4,450,60,25,8,34.0,462.5,0.0173370319001386,0.031578947368421,860b1880-4b55-4b55-b82d-6d39b64a5ce3
orbit.,90,450,122,25,8,151.0,462.5,0.0173370319001386,0.0642105263157894,7115b7e2-0401-4d41-9d15-df0c09fc26eb
Pluto,244,451,106,24,8,297.0,463.0,0.0166435506241331,0.0557894736842105,6f0b6562-5f79-4b8b-bf88-e5c487e08e11
fails,377,450,105,25,8,429.5,462.5,0.0173370319001386,0.0552631578947368,7cfefdf1-240d-40e4-9a74-ac6815a6388d
to,509,454,39,21,8,528.5,464.5,0.0145631067961165,0.0205263157894736,41ae32d0-0477-4f15-b566-d88721b5f253
meet,572,454,86,21,8,615.0,464.5,0.0145631067961165,0.0452631578947368,49b77d5d-d15b-4a88-8b00-6953695fed29
the,685,451,61,24,8,715.5,463.0,0.0166435506241331,0.0321052631578947,003a9968-2eb3-48be-853a-48d09b8027c3
third,773,450,107,25,8,826.5,462.5,0.0173370319001386,0.0563157894736842,af983aeb-044b-4d63-834a-5bcff8d3d313
"condition,",904,450,210,29,8,1009.0,464.5,0.0201109570041608,0.1105263157894736,7f5c18b9-6bd9-4ae4-b628-71df29b9b4cd
because,1144,451,152,24,8,1220.0,463.0,0.0166435506241331,0.08,758c474e-a071-4952-a360-9b0e18cfb8d8
its,1324,450,60,25,8,1354.0,462.5,0.0173370319001386,0.031578947368421,6c76335b-40a4-420c-9ff3-79157b94f460
